word	age of acquisition	concreteness
tijdig	8.80	1.67
tijding	11.15	1.91
tijdklok	10.25	4.00
tijdlijn	10.33	3.20
tijdloos	10.40	1.47
tijdmachine	8.33	3.00
tijdperk	10.39	1.87
tijdrekken	9.78	2.13
tijdrit	10.85	3.33
tijdrovend	10.11	2.00
tijdsbestek	13.18	1.50
tijdschrift	8.61	4.27
tijdsduur	8.80	2.07
tijdslimiet	9.50	2.40
tijdslot	12.06	2.62
tijdsspanne	10.44	2.29
tijdstip	8.05	2.33
tijdvak	9.69	1.86
tijdverdrijf	9.94	2.00
tijdverlies	9.44	2.00
tijdverspilling	8.60	1.64
tijgen	13.00	2.50
tijgerin	7.17	4.87
tikje	7.00	3.33
tikker	7.85	3.73
tikkertje	5.00	3.87
tiktak	4.11	3.79
til	10.12	2.92
tilde	12.31	3.83
timen	10.83	3.00
timer	9.50	3.53
timing	10.83	2.00
timmeren	7.61	3.93
timmerman	7.35	4.27
timpaan	16.20	3.60
tinctuur	14.33	3.50
tingelen	10.10	3.00
tingeling	7.00	3.23
tinkelen	10.63	3.36
tinnef	6.00	2.00
tinnen	10.72	3.53
tinnitus	16.69	3.00
tintelen	8.72	3.93
tipgever	10.56	2.20
tipi	9.33	4.92
tippel	12.00	2.17
tippelen	12.83	2.64
tippen	10.61	2.00
tipsy	13.06	2.60
tiptop	7.40	1.86
tirade	12.61	2.36
tirannie	12.39	1.73
tiranniek	11.56	1.93
tiranniseren	12.53	2.13
tissue	10.53	4.73
titanium	13.28	3.80
titelen	11.44	2.71
titelgevecht	12.12	2.53
titelhouder	11.44	2.47
titelrol	12.00	2.33
titreren	14.56	3.29
titularis	12.65	3.13
titulatuur	13.90	1.88
tjalk	17.00	5.00
tjiftjaf	9.67	4.00
tjilpen	7.42	4.13
tjirpen	7.78	4.33
tjokvol	9.59	2.85
tobbe	8.78	3.90
tobber	12.06	3.46
tobberig	11.67	1.92
tobberij	11.43	1.45
toch	6.00	1.33
tochten	8.40	3.27
tochtig	8.94	3.21
tochtje	7.78	3.27
tochtvrij	10.44	2.33
toe	6.05	2.27
toean	14.00	4.00
toebedelen	11.59	2.29
toebehoren	9.89	2.07
toebijten	10.67	2.47
toebrengen	9.72	2.13
toedekken	8.78	3.87
toedelen	10.33	2.44
toedichten	10.56	2.21
toedienen	8.67	3.20
toedoen	8.83	2.80
toedracht	11.78	1.93
toeeigenen	10.80	2.33
toef	9.44	3.22
toegaan	8.28	2.67
toegang	8.00	3.00
toegangscode	10.20	3.60
toegangsprijs	8.56	2.80
toegangsweg	9.89	3.47
toegankelijk	9.94	2.20
toegedaan	8.85	2.13
toegenegen	12.33	1.75
toegetakeld	10.56	2.93
toegeving	9.22	2.00
toegewijd	11.25	1.73
toegift	10.89	2.67
toehappen	10.50	2.73
toehoorder	11.00	3.00
toehoren	9.90	2.33
toejuichen	8.61	3.53
toekan	11.00	4.38
toekennen	10.33	2.07
toekeren	11.23	2.18
toekijken	7.89	3.60
toekomen	8.94	2.47
toekomstig	9.11	1.20
toelaatbaar	9.80	1.40
toelachen	9.28	3.20
toelage	13.28	2.40
toelaten	8.61	2.60
toelating	9.25	2.40
toeleggen	10.22	1.93
toelichten	11.00	2.33
toelichting	10.72	2.33
toeloop	10.26	2.87
toemaatje	10.76	3.09
toemeten	12.07	1.93
toen	5.78	1.13
toenadering	10.53	2.40
toename	9.72	2.40
toendra	12.00	3.67
toenemen	9.17	3.00
toenmaals	11.06	1.20
toenmalig	9.95	1.13
toentertijd	10.93	1.27
toepasselijk	10.83	1.47
toepassen	9.50	2.33
toepassing	10.00	1.80
toepen	14.00	2.00
toerbeurt	10.78	2.27
toereiken	10.56	3.00
toereikend	11.05	2.00
toerisme	9.44	2.60
toerist	8.06	3.53
toeristisch	9.56	2.47
toermalijn	8.60	4.20
toernooi	8.44	3.47
toeroepen	8.50	2.93
toerusten	10.33	2.38
toeschouwer	9.05	2.93
toeschrijven	11.28	1.87
toeslaan	9.78	2.13
toeslag	11.44	2.53
toesnellen	10.00	3.13
toespelen	11.11	2.40
toespeling	11.82	1.53
toespijs	8.60	3.46
toespitsen	10.70	2.40
toespraak	9.06	3.53
toespreken	10.22	3.53
toestaan	8.61	2.47
toestand	9.25	1.47
toesteken	9.83	2.71
toestemmen	10.22	2.27
toestemming	8.56	2.00
toestoppen	8.42	2.93
toesturen	8.89	2.64
toetakelen	9.67	2.93
toetasten	10.33	3.13
toeten	6.59	4.00
toeter	7.06	4.73
toeteren	6.39	4.20
toetje	6.78	3.87
toetreden	9.70	2.27
toetsenbord	9.11	4.60
toetsing	10.82	2.27
toetssteen	11.90	3.20
toeval	7.50	1.60
toevallig	8.06	1.27
toevalligerwijs	11.61	1.27
toevalstreffer	10.67	1.53
toeven	11.93	2.11
toeverlaat	11.83	1.93
toevertrouwen	10.35	1.80
toevloed	10.67	2.75
toevlucht	10.55	1.93
toevoegen	7.94	3.07
toevoeging	9.94	2.20
toevoer	10.61	3.13
toewensen	8.65	2.13
toewerpen	8.61	3.13
toewijden	11.33	2.33
toewijding	11.11	1.60
toewijzen	10.30	3.00
toezeggen	10.17	2.40
toezegging	11.00	2.20
toezicht	9.06	2.53
toezien	8.60	3.13
tof	5.94	1.73
toffee	9.67	4.47
tofoe	12.88	4.33
toiletpapier	5.68	4.80
toilettas	7.78	4.33
tokkelen	9.39	3.71
toko	13.00	3.80
tolerantie	12.40	1.60
tolereren	11.44	1.73
tollenaar	9.87	3.36
tolweg	10.67	3.47
tomahawk	12.45	4.29
tomatensap	7.11	4.73
tomatensaus	5.94	4.60
tombola	8.25	3.33
tomeloos	12.27	1.80
tompoes	11.81	4.40
tonaliteit	13.46	2.45
tondeldoos	10.50	4.27
tondeuse	9.75	4.80
toneel	6.89	3.40
toneelspel	8.78	3.87
toneelspelen	7.50	3.40
toneelspeler	7.30	3.33
toneelstuk	7.89	3.60
tongriem	13.38	2.75
tongval	11.50	2.50
tongzoen	10.60	4.53
tonicum	15.70	3.83
tonisch	13.13	1.43
tonnage	13.36	2.00
tonsil	14.90	4.13
tonsillitis	15.25	3.14
tonsuur	15.67	3.00
tooghanger	11.18	3.67
tooi	10.60	3.75
tooien	13.14	2.58
toonaard	9.94	2.58
toonbaar	9.76	2.20
toonbank	8.78	4.47
toonbeeld	10.65	2.33
toonder	11.63	3.09
toonhoogte	10.28	3.27
toonkunst	11.53	3.40
toonladder	9.50	3.00
toonsoort	10.24	2.50
toontje	8.28	3.00
toonzaal	9.89	3.73
toonzetten	10.05	1.87
toornig	13.00	2.13
topaas	12.73	3.89
topgeheim	8.61	1.80
tophit	8.20	2.53
topic	13.06	2.20
topje	8.33	4.87
topkwaliteit	9.89	2.33
topless	11.35	4.07
topman	12.00	3.07
topmodel	9.33	3.67
topografie	13.56	2.27
toponiem	14.93	1.73
toppen	9.72	3.00
topper	8.78	2.36
toppunt	8.94	2.40
topscorer	9.90	3.00
topspin	12.75	3.44
topsport	10.28	2.60
topvorm	9.39	1.93
topzwaar	10.40	2.83
toreador	10.18	4.00
torenhoog	9.61	2.80
torenklok	8.39	4.71
torero	11.86	4.40
tornado	8.89	4.47
tornen	12.25	1.80
tornooi	8.94	3.29
torpederen	11.38	2.67
torpedo	11.28	3.87
torpedojager	12.13	3.54
torsen	12.17	2.71
torso	11.21	4.00
tortelduif	8.94	2.93
tortelen	12.58	2.63
tortilla	11.72	4.71
tossen	10.33	3.47
tosti	11.56	4.73
tot	6.67	1.07
totaalbeeld	10.17	2.33
totalisator	14.38	1.90
totalitair	13.53	1.13
totalitarisme	14.76	1.29
totaliteit	10.39	1.80
totdat	8.00	1.13
totempaal	8.78	4.47
toucheren	13.50	2.75
touperen	12.87	2.88
toupet	11.47	4.58
touringcar	11.89	4.27
tournedos	12.12	4.31
tournee	10.50	3.13
tourniquet	13.60	3.67
touroperator	12.33	3.36
touwladder	8.33	4.67
touwtrekken	7.61	4.07
tovenaar	6.50	2.80
tovenares	6.22	2.80
tovenarij	7.06	2.00
toverbal	7.17	4.13
toverdrank	6.35	2.80
toveren	5.67	2.93
toverfee	6.06	2.80
toverheks	6.00	3.27
toverij	6.35	2.40
toverklank	7.71	2.50
toverkol	8.77	2.62
toverkracht	6.39	2.27
toverkunst	5.80	2.60
toverslag	8.11	1.93
toverspreuk	6.72	2.47
toverstaf	5.83	4.40
toverstok	6.00	3.87
toverstokje	5.78	4.27
toverwoord	7.39	2.07
tra	11.75	4.00
traagheid	8.55	2.07
traangas	11.17	3.93
tracé	14.38	2.22
traceerbaar	12.28	1.93
traceren	12.95	2.60
trachea	16.22	3.78
track	12.61	3.77
tractie	13.23	2.56
tractor	5.60	4.93
traditie	8.72	1.93
traditioneel	10.78	1.53
trafiek	11.54	3.00
trafikant	13.75	3.00
tragedie	11.89	2.40
tragiek	12.71	1.50
tragisch	11.39	1.53
trailer	11.95	3.80
trainee	13.27	3.17
trainer	8.67	3.67
traineren	10.92	2.57
training	7.50	2.73
trainingspak	7.78	4.67
traiteur	11.17	3.60
traject	10.06	3.00
traktaat	13.44	2.23
traktatie	8.61	2.80
traktement	12.14	2.22
trakteren	8.67	3.40
tralies	8.15	4.60
trambestuurder	9.61	3.93
trammelant	11.69	1.43
trampoline	5.89	4.80
tramrails	8.50	4.60
tranche	13.24	3.11
trancheren	14.29	3.30
tranen	5.50	4.80
transactie	12.10	2.60
transcendent	15.47	1.43
transcendentaal	14.53	1.14
transcendentie	14.35	1.57
transcriptie	14.60	2.73
transfer	11.78	3.00
transformatie	12.33	2.53
transformeren	10.78	2.40
transfusie	13.74	2.71
transgressie	14.86	1.55
transistor	14.31	3.18
transit	13.24	2.17
transitie	13.95	1.57
transitief	14.56	1.42
translatie	13.72	1.69
transmissie	13.00	2.33
transparant	10.70	3.47
transparantie	11.44	2.67
transpiratie	12.06	3.47
transpireren	11.11	3.87
transplantatie	11.70	3.40
transport	9.17	2.67
transporteren	10.67	3.33
transporteur	11.06	3.47
transportmiddel	9.45	3.53
transpositie	13.93	1.33
trapeze	9.39	4.73
trapgevel	11.24	4.21
trapleuning	6.50	4.80
trappelen	7.44	4.00
trappelzak	11.63	4.43
trappenhuis	10.39	3.86
trapper	7.53	3.54
trappist	10.89	4.47
trapsgewijs	11.50	3.07
traumatisch	10.83	1.80
traumatiseren	11.45	2.07
traverse	14.67	3.40
traverso	14.00	2.86
travestie	12.56	3.46
travestiet	11.67	3.53
trawant	11.57	2.86
trawler	16.00	3.60
treden	8.17	3.73
tredmolen	11.36	3.88
tree	8.00	4.15
treeplank	10.40	3.91
treffelijk	11.78	1.80
treffend	10.83	1.67
treffer	10.11	2.87
trefpunt	10.06	3.20
trefwoord	11.44	2.07
trefzeker	11.31	1.80
treiler	15.50	4.75
treinkaartje	7.72	4.33
treinreis	8.22	4.13
treinstation	6.44	4.93
treinstel	10.15	4.43
treiteren	8.22	2.87
treiterig	9.00	2.13
trekdier	9.44	3.93
trekgat	10.00	3.71
trekijzer	11.60	4.00
trekje	9.76	3.27
trekker	10.00	3.60
trekking	9.17	2.50
trekpleister	11.35	2.67
trekschuit	11.00	3.38
trektang	10.94	4.40
trektocht	8.39	3.60
trekvogel	9.05	3.60
trekzak	11.11	4.67
trema	11.69	3.64
tremolo	14.50	2.50
tremor	15.94	3.33
trenchcoat	14.29	4.75
trendsetter	11.78	2.27
trendvolger	12.56	2.73
trendy	10.50	1.93
trens	12.33	3.00
trepanatie	12.67	1.33
tres	12.09	1.89
treurnis	10.95	1.87
treurspel	11.71	2.64
treurwilg	9.11	4.87
treuzelen	7.33	3.07
triade	15.17	2.89
triage	14.78	2.44
triangel	8.39	4.73
triangulair	12.86	3.31
triangulatie	16.67	2.08
triatlon	11.83	3.33
tribaal	12.94	2.00
tribalisme	14.47	1.11
tribunaal	13.53	2.14
tribune	8.55	4.53
tricot	13.14	3.70
trien	8.67	2.80
triktrak	12.67	3.50
triljard	9.85	2.86
triljoen	10.72	2.87
trillen	8.61	4.13
triller	10.41	3.54
trilling	8.35	4.13
trilogie	12.56	3.27
trimaran	10.00	3.67
trimester	10.44	2.33
trimmen	11.45	4.07
triomferen	11.28	2.07
triplet	12.00	2.82
triplex	13.56	3.83
trippelen	9.15	3.15
triptiek	15.50	3.17
triptrap	9.31	3.50
trits	11.50	1.75
triviaal	14.20	1.31
troebleren	12.79	2.09
troefkaart	11.06	3.07
troel	11.67	3.75
troela	10.06	2.33
troeteldier	6.75	3.87
troetelen	8.61	2.36
troetelkind	9.12	2.40
troetelnaam	8.33	2.07
troffel	9.17	4.22
trojka	14.11	2.75
trombone	10.78	4.86
trombonist	11.06	3.80
trombose	14.40	3.21
tromgeroffel	7.50	4.07
trommel	6.17	4.80
trommelaar	7.89	3.93
trommelen	5.95	4.53
trommelvlies	9.50	4.27
trompetteren	9.59	4.07
trompettist	8.83	4.27
tronie	12.15	3.89
troonrede	12.93	2.62
troosteloos	10.39	2.13
troostprijs	8.56	3.33
tropisch	10.35	3.07
trotinet	8.18	4.57
trotseren	10.44	1.93
trottinette	8.93	4.53
trottoir	7.75	4.80
troubadour	11.50	3.46
trouvaille	14.40	5.00
trouwboekje	9.89	3.87
trouwdag	7.55	3.27
trouwens	8.44	1.20
trouwerij	10.00	3.40
trouwfeest	7.56	4.07
trouwfoto	8.00	3.80
trouwhartig	12.35	1.86
trouwjurk	8.11	4.80
trouwpartij	8.72	3.53
trouwring	7.15	4.60
trucage	10.28	2.53
trucker	9.17	3.73
trukeren	11.71	2.36
trust	12.50	2.27
truttig	8.94	2.07
truweel	11.83	4.27
tsarina	11.67	3.50
tsjilpen	7.70	4.53
tsjirpen	7.56	4.07
tuba	11.56	4.85
tuberculose	12.28	3.33
tuchthuis	12.95	3.71
tuchtigen	12.73	2.31
tuchtschool	11.39	2.87
tuchtzaak	13.00	1.62
tuffen	10.29	3.87
tufsteen	12.75	3.91
tuigage	10.67	3.00
tuigen	11.20	2.91
tuigje	10.41	4.20
tuil	11.64	3.57
tuimelaar	10.41	4.33
tuimelen	9.83	4.00
tuimelraam	11.83	4.33
tuinbouw	8.72	2.87
tuinbouwbedrijf	9.78	3.57
tuinbouwer	9.22	3.80
tuinbroek	8.56	4.60
tuinder	10.23	3.42
tuinfeest	8.61	4.40
tuinhek	7.61	4.60
tuinhuis	6.95	4.87
tuinier	8.00	4.07
tuinieren	8.56	4.00
tuinkers	10.06	4.80
tuinman	7.15	4.20
tuinpad	7.17	4.00
tuinslang	7.06	4.87
tuinstoel	7.44	4.73
tuit	8.82	3.93
tuiten	9.75	3.53
tukje	8.35	2.71
tulband	10.11	4.60
tule	12.33	4.33
tumult	11.06	3.14
tumultueus	12.56	2.23
tune	11.94	3.21
tuner	12.84	3.46
tuniek	10.94	4.29
tunnelvisie	13.29	2.53
turbine	11.67	4.29
turbulent	12.35	2.53
turbulentie	12.72	3.53
tureluur	10.18	1.75
tureluurs	9.87	1.93
turkoois	9.90	3.87
turngerief	6.06	4.53
turnles	6.44	3.67
turnster	7.06	4.33
turnzaal	6.45	3.93
tussen	6.61	2.27
tussenbeide	9.61	2.13
tussendoor	7.78	1.93
tussendoortje	7.15	2.87
tussengerecht	10.33	3.20
tussenin	8.39	1.93
tussenkomen	8.56	2.73
tussenkomst	8.95	2.53
tussenpoos	9.83	2.13
tussenstand	9.67	3.13
tussenstop	8.89	2.80
tussentaal	12.00	1.93
tussentijds	10.44	1.67
tussenuit	9.33	2.27
tussenwerpsel	10.94	2.00
tut	5.26	4.27
tutje	2.94	4.36
tutoyeren	12.38	2.46
tuttebel	9.17	3.20
tutten	9.44	3.46
tutter	4.46	4.60
tuttifrutti	9.67	3.85
tuttig	9.88	1.93
tutu	7.80	4.79
twaalf	5.11	2.60
twaalfde	7.06	2.47
twaalfuurtje	8.06	2.40
twee	4.10	3.13
tweed	13.25	3.00
tweede	6.61	3.33
tweedehands	9.33	2.53
tweedekker	8.70	4.14
tweederangs	10.94	1.87
tweedracht	12.50	2.14
tweeërlei	12.64	1.55
tweekamp	10.58	2.71
tweeklank	9.33	2.67
tweeledig	11.65	2.73
tweeling	6.22	4.13
tweelingbroer	7.05	4.27
tweelingzus	6.61	4.00
tweeloop	11.06	3.77
tweeluik	11.47	2.60
tweemaal	6.55	2.07
tweeslachtig	11.94	2.53
tweespalt	11.87	2.11
tweespan	11.67	3.62
tweespraak	12.39	1.71
tweesprong	10.89	3.27
tweestrijd	11.56	2.07
tweet	16.50	3.47
tweetal	6.55	3.27
tweetalig	9.72	2.07
tweeterm	11.82	2.08
tweevoud	8.67	2.80
tweevoudig	8.95	2.20
tweewieler	6.78	4.13
tweewoonst	12.00	3.67
tweezijdig	9.00	3.33
twijfelaar	8.90	2.53
twijfelen	7.67	2.20
twijfelend	8.89	2.60
twinkelen	8.65	3.07
twintig	5.60	3.40
twintigste	6.78	2.47
twistappel	11.18	1.69
twistpunt	11.00	2.13
twitteren	17.85	3.27
tycoon	13.78	3.50
tyfoon	12.11	4.08
tyfus	12.41	3.07
tympanie	16.33	3.67
typemachine	8.33	4.80
typeren	11.50	2.13
typerend	11.17	1.47
typering	11.74	1.71
typisch	9.56	1.73
typist	11.44	3.67
typiste	10.31	3.67
typograaf	14.00	3.27
typografie	14.00	2.25
typologie	13.94	1.40
u	6.70	1.79
überhaupt	11.78	1.27
uien	6.00	4.87
uier	7.67	4.80
uilenbal	11.07	4.46
uilenbril	10.93	3.55
uilskuiken	8.35	2.40
uiltje	7.59	4.13
uit	5.33	2.07
uitademen	7.44	4.07
uitbaggeren	13.14	2.92
uitbannen	11.25	2.21
uitbarsten	8.72	3.27
uitbarsting	9.17	3.13
uitbaten	10.67	2.47
uitbater	9.95	3.33
uitbating	11.06	2.07
uitbeelden	8.50	3.13
uitbenen	10.54	2.50
uitbesteden	12.00	2.13
uitbetalen	11.06	2.87
uitbetaling	11.78	2.87
uitblazen	6.29	3.60
uitblijven	9.90	1.87
uitblinken	9.67	2.33
uitblinker	10.00	2.27
uitblussen	8.44	3.27
uitbollen	9.33	3.07
uitbouw	11.22	2.21
uitbraak	10.61	2.80
uitbranden	9.94	3.87
uitbrander	9.90	2.47
uitbreiden	9.44	2.53
uitbreiding	10.56	2.53
uitbreken	9.17	3.20
uitbrengen	9.40	2.33
uitbroeden	8.00	3.20
uitbuiten	11.67	2.47
uitbuiter	10.83	3.00
uitbuiting	11.75	2.47
uitchecken	11.44	3.13
uitdagen	9.22	2.60
uitdager	9.06	2.47
uitdelen	7.05	3.60
uitdenken	9.83	1.80
uitdiepen	11.78	2.50
uitdijen	12.39	3.15
uitdoen	5.15	3.47
uitdokteren	10.22	1.80
uitdossen	11.33	2.67
uitdoven	8.78	3.20
uitdraai	10.72	2.23
uitdraaien	9.72	2.87
uitdragen	11.44	2.33
uitdragerij	12.00	2.33
uitdrijven	11.16	2.80
uitdrijving	11.50	2.20
uitdrogen	8.61	3.53
uitdroging	9.50	3.40
uitdrukkelijk	9.95	1.67
uitdrukken	9.50	2.07
uitdrukking	9.94	1.53
uitdunnen	11.11	3.33
uiteen	7.60	2.13
uiteenlopen	9.67	2.47
uiteenvallen	8.83	2.87
uiteenzetten	11.06	2.53
uiteenzetting	11.11	1.93
uiteinde	8.33	2.53
uiteindelijk	9.22	1.40
uitentreuren	10.25	1.33
uiteraard	8.85	1.13
uiterlijk	8.28	3.27
uitermate	10.83	1.40
uiterst	9.78	1.67
uiterste	9.60	1.67
uiterwaard	12.67	1.75
uitfluiten	10.11	3.13
uitfoeteren	10.20	2.85
uitgang	6.95	3.93
uitgangspunt	11.28	2.27
uitgave	10.33	2.27
uitgeblust	9.61	2.67
uitgebreid	8.80	2.00
uitgehongerd	8.67	3.00
uitgekeken	9.72	2.07
uitgekiend	12.00	1.60
uitgekookt	10.05	2.40
uitgelaten	9.89	2.33
uitgeleide	13.59	1.47
uitgelezen	8.22	2.20
uitgemergeld	10.20	3.00
uitgerekend	8.94	1.73
uitgerust	8.39	2.47
uitgesproken	9.78	2.20
uitgestorven	8.37	2.33
uitgestreken	9.94	3.07
uitgestrekt	9.94	2.93
uitgeteld	10.22	2.40
uitgeven	8.60	2.73
uitgever	9.67	3.27
uitgeverij	10.17	3.00
uitgewekene	12.17	2.47
uitgezonderd	9.22	1.53
uitgifte	11.55	2.14
uitglijden	7.11	3.87
uitglijder	10.88	3.20
uitgommen	6.22	4.20
uitgooien	8.50	2.80
uitgraven	8.78	3.67
uitgroeien	9.78	2.93
uitgummen	6.73	3.86
uithaal	10.63	2.50
uithalen	8.22	2.67
uithangbord	9.61	3.73
uithangen	9.33	2.67
uitheems	11.53	2.23
uithoek	10.11	2.38
uithollen	9.33	3.60
uithongeren	9.44	3.13
uithoren	9.45	2.50
uithouden	8.67	2.07
uithouding	10.17	2.00
uithuilen	8.17	3.47
uithuizig	9.93	1.92
uithuwelijken	11.61	2.33
uiting	10.56	2.00
uitje	9.59	3.40
uitjoelen	10.22	2.93
uitjouwen	10.83	3.07
uitkafferen	10.33	2.73
uitkammen	9.44	3.33
uitkant	12.17	2.20
uitkeren	12.17	2.20
uitkering	12.50	2.47
uitkienen	11.44	2.54
uitkiezen	7.10	3.47
uitkijk	8.78	2.93
uitkijken	7.61	2.73
uitkijkpost	8.89	3.93
uitklaren	11.42	1.80
uitkleden	5.33	4.13
uitkloppen	9.06	3.60
uitknijpen	8.44	3.60
uitknippen	6.15	4.00
uitkomen	7.78	2.53
uitkomst	7.78	2.40
uitkopen	10.22	2.47
uitkotsen	8.47	3.80
uitkramen	9.89	2.87
uitkrijgen	8.61	2.27
uitkuisen	9.12	3.87
uitlaat	8.70	3.80
uitlaatgas	9.83	3.71
uitlaatklep	10.56	2.87
uitlachen	6.56	3.67
uitladen	7.90	4.00
uitlaten	8.06	3.13
uitlating	10.53	2.21
uitleg	7.17	2.80
uitleggen	7.55	2.80
uitlekken	10.11	3.27
uitlenen	8.28	2.93
uitleven	9.06	2.47
uitleveren	11.00	2.53
uitlevering	11.67	2.13
uitlezen	8.00	3.33
uitloggen	11.83	3.33
uitlokken	8.85	2.20
uitlokking	10.17	2.07
uitloop	10.39	2.87
uitlopen	9.39	2.67
uitloper	10.80	2.87
uitloven	12.00	1.92
uitmaken	9.39	2.53
uitmelken	10.06	2.73
uitmesten	8.55	2.73
uitmonden	10.83	3.40
uitmoorden	10.00	3.27
uitmunten	10.50	2.33
uitmuntend	10.00	1.80
uitnemen	7.94	3.47
uitnemend	11.35	1.71
uitnodigen	7.33	2.87
uitnodiging	7.15	3.13
uitoefenen	9.11	2.20
uitpakken	7.33	3.27
uitpersen	9.11	3.67
uitpeuteren	7.84	3.64
uitpikken	9.11	2.87
uitpluizen	10.12	2.27
uitpraten	8.11	2.60
uitprinten	9.85	3.80
uitproberen	8.22	2.27
uitpuilen	10.47	3.47
uitputten	9.39	2.87
uitputtend	8.55	2.33
uitputting	9.78	2.20
uitrangeren	13.25	2.08
uitreiken	9.78	3.20
uitreiking	9.85	2.71
uitrekenen	6.83	3.07
uitrekken	7.89	4.20
uitrichten	10.00	2.29
uitrijden	8.95	2.73
uitrit	9.61	3.73
uitroeien	10.39	2.93
uitroeiing	10.56	2.33
uitroep	8.90	3.36
uitroepen	8.17	4.13
uitroepteken	7.56	4.00
uitroken	10.41	3.54
uitrukken	10.32	2.79
uitrusten	7.83	3.27
uitrusting	10.89	3.27
uitschakelen	9.17	3.33
uitscheiden	11.50	2.87
uitschelden	8.39	3.20
uitschieten	10.00	2.80
uitschieter	10.24	2.60
uitschijnen	10.39	2.13
uitschoppen	9.33	2.93
uitschreeuwen	8.11	4.13
uitschrijven	9.33	2.53
uitschuifladder	9.06	4.40
uitschuiver	11.22	2.73
uitslaan	9.83	2.80
uitslag	8.50	3.47
uitslapen	8.00	3.07
uitsloven	10.94	2.33
uitslover	11.06	2.87
uitsluiten	8.06	3.27
uitsluitend	10.15	1.33
uitsluiting	9.17	1.93
uitsluitsel	11.33	2.27
uitsmijter	11.44	3.80
uitsnijden	7.85	3.80
uitspanning	10.91	2.45
uitspansel	13.09	2.42
uitsparen	9.61	2.21
uitspatting	10.37	2.33
uitspelen	8.33	2.67
uitspitten	11.29	2.27
uitspoelen	8.33	3.67
uitspoken	7.25	2.00
uitspraak	7.72	2.53
uitspreiden	9.83	3.33
uitspreken	6.89	2.87
uitspugen	7.60	4.13
uitstaan	9.39	1.73
uitstallen	10.56	3.13
uitstalraam	9.33	4.20
uitstap	6.25	2.87
uitstapje	6.89	2.53
uitstappen	7.17	3.87
uitsteken	7.94	3.33
uitstekend	7.85	1.60
uitstel	8.72	1.87
uitstellen	9.44	2.27
uitsterven	9.06	2.00
uitstijgen	11.24	2.50
uitstippelen	9.89	2.93
uitstoot	11.72	2.80
uitstorten	9.72	2.53
uitstoten	9.85	3.27
uitstralen	9.39	2.80
uitstraling	10.83	2.47
uitstrekken	8.44	3.60
uitstrijkje	13.95	3.13
uitstrooien	8.22	3.67
uitstulping	11.17	4.00
uitsturen	9.61	2.60
uittekenen	9.20	3.27
uittellen	9.24	2.73
uittesten	9.00	2.73
uittocht	9.67	2.93
uittorenen	11.53	3.25
uittreden	11.50	2.53
uittrekken	8.67	3.73
uittreksel	11.94	3.13
uitvaardigen	12.17	2.29
uitvaart	9.89	2.60
uitvagen	9.93	3.08
uitval	9.89	2.87
uitvallen	8.90	3.00
uitvaren	9.61	3.40
uitvechten	9.06	3.73
uitvegen	8.83	4.20
uitvergroten	9.05	3.60
uitverkiezen	9.76	2.07
uitverkocht	9.94	3.07
uitverkoop	9.61	3.33
uitverkopen	8.85	3.07
uitverkoren	10.22	1.93
uitverkorene	10.39	1.87
uitvinden	8.17	2.53
uitvinder	8.25	2.93
uitvinding	8.11	2.20
uitvissen	9.89	2.47
uitvlakken	11.65	2.53
uitvliegen	8.90	2.80
uitvloeisel	11.71	2.53
uitvlooien	10.44	2.67
uitvlucht	9.22	2.40
uitvoer	10.21	2.53
uitvoerbaar	10.17	1.73
uitvoerder	10.28	3.27
uitvoeren	9.33	2.67
uitvoerig	10.60	1.79
uitvoering	9.56	2.27
uitvogelen	11.88	1.86
uitvragen	10.22	3.20
uitvreten	9.85	2.21
uitvreter	12.00	2.82
uitwaaieren	10.71	3.21
uitwas	10.67	2.10
uitweg	9.15	2.33
uitweiden	11.50	1.93
uitwendig	10.39	2.87
uitwerken	10.11	2.33
uitwerking	10.11	2.27
uitwerpselen	8.33	4.47
uitwijkeling	11.63	2.31
uitwijken	9.33	3.33
uitwijzen	11.40	2.07
uitwisselen	8.17	3.60
uitwisseling	10.11	2.33
uitwissen	8.17	3.73
uitwringen	7.70	3.73
uitzaaien	9.94	3.27
uitzaaiing	12.50	2.87
uitzendbureau	11.72	3.67
uitzenden	9.35	2.60
uitzending	8.50	2.71
uitzendkracht	13.00	2.80
uitzet	11.24	2.43
uitzetten	8.70	3.53
uitzetting	11.35	2.40
uitzicht	8.56	3.13
uitzichtloos	10.44	1.67
uitzieken	8.10	2.80
uitzien	8.11	2.20
uitzingen	10.89	2.64
uitzinnig	10.94	2.13
uitzitten	9.75	2.73
uitzoeken	8.56	3.07
uitzonderen	10.22	1.93
uitzondering	9.28	1.73
uitzonderlijk	8.65	1.53
uitzuigen	8.94	3.40
uitzuiger	11.25	3.07
uitzwaaien	6.67	3.50
uk	8.67	3.00
ukelele	14.28	4.93
ukkepuk	8.13	3.00
ultiem	10.44	1.07
ultimatum	12.70	1.80
ultrakort	10.33	2.80
ultrasnel	9.71	1.67
ultrasoon	11.86	2.38
ultraviolet	11.50	3.67
umlaut	14.85	3.10
unaniem	13.00	2.27
unanimiteit	13.25	1.53
undercover	11.70	2.27
underdog	12.00	2.27
understatement	13.56	1.87
unfair	11.06	1.60
uniciteit	13.11	1.92
unicum	14.00	1.54
unief	12.53	3.80
unificeren	13.13	1.75
uniform	8.25	4.40
