word	arousal	valence	dominance	concreteness	imageability	familiarity	age of acquisition	semantic size	gender association
skyline	5.03	6.394	5	5.743	6.118	5.364	5.118	5.771	4.063
skyscraper	4.571	5.057	5.229	6.5	6.6	5.765	4.657	6.171	4.971
slab	2.548	4.323	5.182	5.688	5.333	4.656	4.061	3.531	4.75
slack	3.206	3.514	4.941	3.559	3.471	4.879	4.657	3.618	4.5
slap	5.471	2.529	5.188	5.697	5.912	6.065	3.057	4.182	3.182
slash	5.235	3	4.939	4.152	4.727	4.5	4.727	4.125	4.943
slaughter	5.656	1.438	5	5.281	5.242	5.313	5.258	5.29	5.849
slaughterhouse	5.6	2.114	4.314	6.286	5.618	3.697	5.429	5.514	5.714
slave	5.092	1.554	2.27	5.048	5.563	4.368	4.09	4.152	4.185
sleek	5.588	6.484	5.909	2.849	3.606	4.107	5.324	3.424	2.719
sleep	5.273	7.758	5.485	4.75	5.936	6.844	1.677	4.273	3.677
sleepy	2.697	4.121	3.353	3.382	4.529	6.758	1.824	3.559	3.471
slide	4.697	5.441	5.088	5.657	5.286	5.25	2.5	4.061	3.912
slight	3.25	4.849	4.125	3.324	3.118	5.303	4.206	2.469	3.594
slight (little)	3.057	4.882	4.4	3.618	3.636	5.455	4.441	2.29	3.324
slight (offend)	4.394	3.229	4.706	3.057	2.743	3.353	5.657	4.057	4.286
slime	4.194	3.061	4.25	5.419	5.667	3.967	3.406	2.656	4.613
slimy	4.057	2.853	4.371	4.686	5.829	4.647	2.771	2.971	5.029
slip	4.657	3.514	3.943	4.971	4.829	5.177	2.714	3.457	3.177
slip (mistake)	4.333	3	3.394	3.758	3.455	4.906	3.879	4	3.969
slip (notepaper)	3.382	5.171	4.886	6.324	5.771	4.5	4.029	2.143	3.412
slip (slide)	4.941	3.912	4	4.371	4.829	5.515	2.686	3.394	3.606
slippers	3.559	5.788	4.909	6.323	6.294	6.03	2.706	2.824	3.242
slippery	4.697	3.6	3.97	3.765	5.257	5.177	2.886	3.412	3.765
slope	3.6	5.139	4.147	5.735	6.265	5.406	3.914	4.735	4.194
slow	2.636	3.467	3.469	3.387	3.875	6.323	2.182	2.576	3.767
slug	2.677	3.719	4.567	6.786	6.69	5.069	3.094	1.613	4.594
slug (hit)	4.303	3.152	4.909	4.406	4.563	3.563	5.469	3.938	5.625
slug (insect)	2.471	3.849	5.875	6.727	6.656	5.394	2.485	1.697	4.971
sluggish	2.061	2.576	4.303	3.182	3.667	4.258	5.353	3.273	4.939
slum	4.065	2.25	3.688	4.875	5.387	3.903	5.613	5.032	4.656
slump	2.424	3.294	4.636	3.912	4.364	3.971	4.912	3.182	4.879
slush	3.294	4.029	4.636	5.294	5.147	4.546	3.588	3.088	3.677
small	3.424	4.886	3.914	3.714	5.171	6.697	1.629	1.886	3.029
smallpox	4.118	2.265	3.412	5.529	4.912	4.375	5.265	3.471	4.265
smart	6.5	7.8	7.091	2.829	4	6.333	3	4.971	3.735
smart (intelligent)	6.324	7.909	6.559	3.2	3.941	6.576	3.057	5.118	3.667
smart (well-dressed)	5.4	7.171	6.857	4.265	5.457	6.147	3.912	4.2	5.457
smash	5.969	2.875	5.938	4.469	5.303	5.552	2.879	4.419	5.5
smear	3.636	4.118	5	4.818	5.324	4.188	5.029	2.857	3.5
smell	4.441	4.265	3.97	4.303	3.206	6	2.057	3.8	4.588
smelly	3.571	2.353	4.455	4.029	4.618	5.31	1.97	3.563	5.088
smile	7.156	8.303	6.839	5.844	6.576	6.8	1.788	4.613	2.75
smiling	6.824	8.265	6.353	5.143	6.371	6.4	2.171	4.686	2.714
smoke	5.212	3.333	4.438	5.394	6.032	6.231	3.152	4.152	4.613
smoker	4.188	2.514	3.514	5.697	6.118	5.581	3.657	3.941	4.758
smooth	5.485	6.939	5.4	3.97	5.758	6.125	3.059	3.606	2.455
snack	5.029	6.177	5.441	6.118	6.147	6.387	2.118	2.424	4.206
snail	2.531	4.645	4.9	6.704	6.815	5.125	2.355	1.71	4.464
snake	4.909	3.657	5.257	6.714	6.657	5.647	2.529	3.091	5.2
snaked	4.188	3.406	4.355	3.419	3.515	3.182	5.156	3.375	4.533
snap	5.323	4.065	5.531	4.097	3.688	4.714	3.094	2.781	4.179
snapped	5	3.382	4.364	4.182	3.939	5.063	3.853	3.939	3.97
snatch	5.548	3.226	4.968	3.188	3.774	3.643	3.484	3.419	3.793
snob	4.303	2.853	5.182	3.313	4.382	4.815	4.912	3.849	3.563
snort	4.455	3.886	5.029	4.743	4.486	4.912	4.057	3.314	4.735
snow	6.629	6.029	4.912	6.514	6.771	6.088	2	4.429	3.343
snowman	5.824	6.743	6.206	6.371	6.743	5.143	2.229	4.086	5.086
snuggle	6.394	8	5.242	4.849	5.485	6	3.485	4.121	2.182
soak	4	4.559	4.853	4.714	5.118	5.4	3.177	3.514	3.6
soar	5.942	6.939	6.612	3.688	4.54	4.81	4.623	5.167	3.58
sob	4.156	2.706	3.371	4.353	5.714	4.971	3.257	3.314	2.697
sober	4.303	6.299	6.508	3.809	4.5	6.206	5.687	3.849	4.294
sobriety	4.448	5.714	4.724	3.143	2.464	3.625	6.313	4.448	3.607
social	5.844	6.781	6.194	2.727	3.4	6.482	4.581	5.219	3.448
socialist	4.742	5.29	5.188	3.233	3.367	4.677	6.645	4.733	3.903
society	4.853	5.909	4.424	3.515	3.971	6.548	4.971	6.281	3.647
sock	2.853	5.429	5.563	6.5	6.647	6.156	1.829	2.206	4.5
sock (clothes)	3.424	5.485	5.906	6.656	6.849	6.807	1.97	2.121	4.182
sock (hit)	4.412	3.382	5.281	4.258	4.706	3.697	4.849	3.455	5.387
sofa	3.265	5.941	5.588	6.647	6.647	6.375	2.794	4	3.727
soft	5.029	6.941	5.029	4.857	4.794	6.324	1.743	3.371	2.4
softly	4.727	6.485	4.882	3.177	3.559	5.967	2.529	2.529	2.182
soil	2.606	5.294	5.235	6.5	6.382	5.167	2.882	3.657	4.471
soil (earth)	3.606	5.333	5.382	6.286	6.177	5.765	2.829	4.286	4.273
soil (mess up)	3.314	2.629	3.686	3.353	3.829	4.206	5.029	4	4.743
solar	5.281	6.581	4.697	4.438	3.968	4.786	5.125	5.968	4
soldier	5.313	4.813	4.161	6.375	6.719	5.444	3.061	4.281	6.364
sole	3.324	5.286	5.294	5.412	5.257	4.581	4.371	3	4.152
sole (fish)	2.906	5	4.788	6.118	5.5	3.613	5.618	2.559	3.906
sole (only)	3.412	4.412	5.333	3.412	3.618	4.382	4.941	2.909	3.882
sole (shoe)	2.516	5	5.063	6.25	6.455	5.546	3.563	2.813	4.094
solemn	2.906	3.75	3.5	2.548	3.25	4.3	5.452	3.625	4.519
solid	3.824	5.629	5.853	5.559	5.029	5.727	3.629	4.257	4.886
solution	4.879	7.394	6.706	3.121	3.125	5.906	4.429	4.97	3.618
solution (answer)	5.152	7.303	6.758	3.182	3.471	6.226	4.424	5.125	4.257
solution (chemical)	3.882	5.088	4.882	5.735	5	4.794	6.029	3.667	4.677
son	4.229	6.857	5.886	6.029	5.857	6.2	2.229	3.818	6.412
sonar	3.679	5.393	5.233	4.643	3.778	3	6.2	4.065	4.533
song	6.265	7.206	5.706	4.788	4.906	6.667	2.088	4.029	2.758
sonic	5.567	5.357	5.567	3.258	2.933	3.414	4.968	4.345	4.885
sonnet	4.516	6.061	5	4.656	3.939	3.697	6.091	3.5	3.125
soothe	4.677	7.588	5.571	3.057	3.677	5.029	4.029	3.743	2.286
soothing	4.771	7.629	4.571	3.229	3.543	5.257	4.429	3.853	2.177
sore	5.212	2.849	3.546	3.576	3.879	6.065	2.485	4.188	3.879
sorrow	3.657	2.061	3.6	2.765	3.6	4.788	5.057	4.457	3.314
soul	5.939	7.088	5.394	2.088	2.912	5.25	4.171	4.485	2.882
soup	3.875	5.788	5.824	6.188	6.294	6.375	2.441	2.697	3.333
sour	3.5	3.471	4.543	3.971	4.257	5.531	2.971	3.324	4.029
source	3.686	5.639	5.429	3.629	3.257	5.281	4.806	4.057	4.333
sovereign	4.133	5.2	5.467	4.1	4.517	3.182	5.938	5.172	4.393
sow	3.242	5.273	5.419	4.636	4.774	4.219	4.382	3.182	3.188
soya	3.353	5.206	4.818	5.235	5.03	4.455	5.743	2.647	3.333
spa	5.333	7.063	5.807	5.871	6.2	5	4.758	4.031	2
space	4.686	5.794	4.457	3.647	4.543	6.031	3.086	6.059	4.758
space (galaxies)	6.765	6.5	3.912	4.941	5.853	6.029	3.382	6.471	5.059
space (room)	4.343	5.824	5.171	4.529	5.143	5.941	2.829	4.8	3.912
spaceship	6.273	5.941	5.382	6.029	6.455	5.515	2.882	5.765	5.485
spade	3.633	4.75	5.533	6.419	6.333	4.5	3.194	3.097	4.926
spade (cards)	3.969	5.382	5.364	6.206	6.353	4.758	3.424	2.114	4.794
spade (shovel)	3.242	4.758	5.324	6.529	6.324	5.455	2.886	3.03	4.938
spank	6.571	3.886	5.029	4.529	5.235	4.576	4.114	3.886	4.314
spanner	2.75	4.875	5.581	6.719	6.688	5.276	3.606	2.419	5.594
spark	6.629	6.303	5.629	5.588	5.714	5.5	4.086	3.086	4.182
sparkle	6.529	7.514	5.818	3.939	6.032	5.576	2.647	3.387	2.059
speak	4.853	5.906	6.824	4.618	4.441	6.364	2.324	4.063	3.455
speaker	4.063	5.758	6.129	5.563	5.636	6.194	3.909	4.387	4.182
speaker (amplifier)	5.086	5.714	5.743	6.314	6.303	5.657	4.286	5.029	4.829
speaker (orator)	4.818	5.912	6.091	5.156	4.727	5.094	4.794	4.576	4.625
spear	5.844	3.273	5.879	6.091	6.424	5.188	3.882	4.061	5.529
special	6.824	7.727	6.088	2.206	3	6.313	2.471	5.382	2.909
speciality	5.576	7.235	6.265	2.943	2.714	5.182	5.471	4.281	3.286
spectacular	7.97	8.382	6.818	2.188	3	5.4	5.029	6.032	3.618
speech	5.333	6.063	6.882	4.667	4.303	6.394	3.303	4.794	3.647
speed	7.125	5.485	6.933	3.469	4.75	5.821	3	4.968	5.167
speedy	5.771	6.4	6.235	3.941	4.273	5.438	3.4	4.152	4.588
spell	4.469	5.514	5.441	3.857	3.771	5.438	2.629	3.771	3.515
spell (alphabet)	3.941	5.588	5.657	4.429	3.857	5.8	2.286	3.543	3.971
spell (magical)	6.657	6.829	5.457	2.429	4.229	5.029	2.4	4.5	2.886
spell (time period)	3.636	4.879	5	2.758	2.219	5.03	4.758	3.939	3.515
spelling	3.4	5.371	5.314	3.735	3.514	6.029	2.886	4.057	3.686
sperm	5.353	5.441	5.765	6.429	5.8	5.394	6.057	2.514	6.6
sphere	4.452	5.656	5.344	5.242	6	4.567	4.323	4.031	3.733
spherical	3.969	5.226	4.818	4.871	5.697	4.438	5.5	3.75	3.727
spider	4.576	3.677	5.03	6.677	6.794	6.455	1.971	2.324	4.429
spin	5.382	5.314	5.912	4.441	5.412	5.849	2.639	3.314	3.914
spinach	3.152	5.125	4.97	6.667	6.531	5.844	3.333	2.375	4.576
spine	3.882	5.606	5.697	6.529	6.265	5.839	4.147	3.697	3.969
spire	4.129	5.324	5.281	5.844	5.531	3.455	5.061	4.903	4.588
spirit	6.375	6.875	6.091	2.469	3.29	5.29	3.909	5.156	3.382
spirit (drink)	5.971	5.394	5.118	6.235	6.114	6	5.857	3.118	3.971
spirit (ghost)	5.636	4.088	4.118	2.912	4.765	5.242	4.235	4.235	3.788
spirit (intention)	5.629	6.824	6.714	2.171	2.943	5.147	4.857	5.171	3.324
spirit (soul)	5.647	7.029	5.853	1.706	3.147	5.353	4.588	4.941	2.909
spit	3.813	2.697	5.5	6.029	6.029	4.912	2.758	2.6	5.618
split	3.879	4.091	4.086	4.118	4.686	5.212	3.235	3.061	4
sponge	3.314	5.2	5.171	6.029	6.294	6.156	2.629	2.5	3.235
sponsor	4.094	6.29	4.903	3.781	3.452	4.71	4.97	4.387	4.515
spooky	5.621	3.844	4.129	2.546	3.69	4.903	3.303	4.156	4.367
spoon	3.313	5.5	5.813	6.862	6.731	6.536	1.875	2.031	3.719
sport	5.059	6.314	6.029	5.706	5.886	6.424	2.714	4.714	5.486
sports	5.424	6.324	5.656	5.324	5.294	6.281	2.677	5.212	5.455
spot	3.75	3.938	4.5	5.531	5.6	5.917	3	2.133	4
spot (pimple)	2.912	2.735	3.882	6.546	6.364	6.03	4.382	2.333	4
spot (stain)	3.219	3.844	4.581	5.906	6.125	5.625	3.097	2	3.879
spouse	5.571	7	5.257	5.471	5.606	4.849	5.457	4.314	3.257
spray	3.882	4.941	5.206	5.452	5.286	5.581	3.118	3.457	3.559
spread	4.394	5.188	5.441	4	4.818	6	3.229	3.938	4.2
spread (food)	4.177	5.941	5.206	5.735	6.088	5.382	3.5	3.182	3.647
spread (open)	5	5.735	5.2	3.971	4.371	5.177	4.485	4.576	3.571
spree	6.067	4.733	5.931	3.033	3.065	3.321	5.065	4.467	3.2
spring	6.313	7.118	5.618	5.5	5.971	6.242	2.647	5	2.849
spring (coil)	4.5	5.294	4.971	6.273	6.469	5.059	4.057	2.849	4.333
spring (jump)	5.576	6.143	5.429	4.743	5.286	4.849	3.6	4.147	3.714
spring (season)	7.294	7.114	5.343	5.314	6.235	6.229	2.4	5.324	2.559
spur	4.6	5.276	5.552	3.677	3.419	2.967	5.581	3	4.778
spurs	4.394	4.281	5.242	5.844	5.364	3.471	4.882	3.029	5.303
squad	4.688	5.273	5.382	5.03	4.656	4.1	4.849	5.188	5.531
square	2.515	4.939	4.906	6.125	6.5	6	2.212	3.303	4.879
squash	4.343	4.2	5.543	5.057	5.143	4.743	3.343	3.229	4.206
squash (crush)	5.029	3.441	4.8	4.529	4.629	4.849	3.147	4.121	5.147
squash (sport)	4.394	5.25	5.531	5.71	6.063	4.313	5.606	3.294	4.618
squash (vegetable)	2.727	5.177	5.029	6.735	6.2	4.371	4.6	2.971	3.912
squat	4.543	4.943	5.059	5.417	5.647	5.758	4.686	3.265	3.694
squat (crouch)	4.485	4.677	4.636	5.061	5.606	4.844	4.333	2.688	4.031
squat (short)	3.353	4.364	4.588	4.265	4.849	4.061	5.265	2.455	4.281
squeeze	6.382	5.971	5.697	4.529	5.441	5.576	2.794	3.529	3.875
squid	3.807	4.546	5.125	6.697	6.531	5.063	3.818	3.065	4.667
squirrel	4.2	5.971	5.114	6.559	6.677	5.515	2.353	2.206	3.424
stab	6.182	1.853	4.059	5.177	5.788	5.667	4.206	4.441	5.324
stack	3.433	5.344	5.344	5.182	4.969	4.107	3.875	3.71	4.414
stadium	4.265	5.829	5.229	6.343	6.571	5.794	3.824	5.824	5.471
staff	3.294	5.147	3.879	5.882	5.324	6.375	4.088	4.088	4
staff (stick)	3.735	5.114	6.03	6.229	5.912	3.943	4.455	3.371	5.273
staff (workforce)	3.879	5.242	4.647	5.618	5.294	5.471	4.714	4.677	4.324
stag	5.71	5.903	5.897	6.429	5.964	4.069	4.742	4.625	6.133
stage	5.226	5.515	5.333	6	6	5.714	3.156	4.625	3.621
stagecoach	2.912	5.061	4.818	5.758	5.576	4.375	5.424	4.97	4.765
stagnant	3.069	3.071	3.857	3.267	3.452	3.667	6.065	3.621	4.807
stain	3.485	3.303	4.412	5.594	5.97	5.645	3.677	2.758	3.862
stake	4.758	4.324	5.177	4.758	3.909	4.188	5.057	3.613	5
stake (investment)	3.697	5.059	4.943	3.912	2.818	3.697	6.059	5.091	5.353
stake (wooden)	3.875	4.063	5.387	6.419	6.387	4.25	4.767	3.567	4.938
stale	2.548	2.903	4.333	3.813	3.75	4.964	4.032	3.161	4.333
stall	2.771	4.629	4.824	4.912	4.943	4.313	4.057	3.647	4.2
stall (hesitate)	3.97	3.771	3.818	3.121	3.353	4.781	4.857	3.515	3.727
stall (kiosk)	3.484	5.188	4.968	5.879	5.882	5.129	4.382	3.636	4.235
stallion	5.882	5.971	5.941	6.441	6.206	4.152	4.882	4.971	6.364
stammer	4.344	3.719	3.133	4.3	3.5	3.75	4.75	3.645	4.433
stamp	3.516	5.219	5.161	6.333	6.483	5.556	3.313	1.839	4.143
stance	4.514	5.618	6.529	3.618	3.886	4.706	5.529	4.647	5
stand	4.188	5.333	6.323	4.226	4.853	5.933	2.647	3.781	4.367
staple	2.765	5.091	5.471	6.147	5.758	5.455	3.882	2.412	4.471
staple (mainstay)	3.1	5.3	4.936	4.037	3.357	3.559	5.5	3.857	3.933
staple (stationery)	2.706	4.943	5.114	6.571	6.514	6	3.886	2.086	4.394
stapler	3	4.853	5.765	6.743	6.647	6.029	3.543	2.114	4.647
star	6.6	7.343	5.382	6.229	6.588	6.324	1.971	4.6	2.588
star (celebrity)	5.697	5.576	5.485	4.667	5.667	5.844	3.758	4.849	2.606
star (sky)	5.6	7.235	5.086	6	6.743	6.333	2.229	4.429	2.914
stare	5.387	3.781	4.656	4.065	4.781	5.556	3.152	3.469	4.067
starfish	4.171	5.706	5.697	6.286	6.647	5	2.771	2.265	2.912
stark	4.267	4.129	4.871	3.655	2.7	3.794	5.968	3.533	4.643
start	5.129	6.29	6.548	3.182	3.438	6.407	2.258	4.233	4.074
startle	6.281	3.686	3.677	3.727	4.457	4.818	4.571	3.706	3.485
starve	4.6	1.857	3.429	5.206	4.686	6.212	3.583	4.324	3.743
starving	4.813	2.03	3	3.75	4.788	6.182	2.97	5.424	4.031
statue	4.029	5.5	5.441	6.559	6.188	5.719	3.088	5.303	4.647
status	5.5	5.706	5.971	3.059	3.471	5.344	5.143	5.118	4.969
statute	3.484	5	5.067	4.464	3.643	3.636	5.867	4.556	4.633
stay	3.471	5.667	4.829	3.5	2.943	6.094	2.4	3.912	3.912
steak	5.273	6.091	6.065	6.633	6.552	5.621	4.094	3.406	5.931
steal	5.706	2.235	5.97	4.029	4.546	5.818	3.265	4.471	4.912
stealth	5.313	5.188	6	2.839	3.781	4.394	5.5	3.677	4.563
steam	4.419	5.281	5.031	5.424	5.594	5.633	3.438	3.594	4.321
steel	3.727	4.912	5.455	6.364	5.794	5.455	4.294	4.424	5.303
steep	4.908	3.746	4.262	4.493	5.354	4.864	3.833	4.742	4.617
steer	4.303	5.121	5.706	4.177	4.382	5.063	3.714	3.324	4.813
steer (cows)	3.172	5.333	5.407	5.138	5.214	2.546	5.607	4.035	4.857
steer (direct)	4.094	5.563	6.645	3.909	3.576	5.688	4.097	3.967	5
stem	3.636	5.353	5.343	5.97	6.029	5.063	3.771	2.829	3.471
stem (origin)	3.844	5.735	4.71	3.613	2.531	3.849	5.629	4.118	3.941
stem (plant)	3	5.273	5.294	6.091	6.152	4.971	4	3.063	3.394
stench	4.25	2.606	4.387	4.125	4.344	4.656	4.469	4.742	4.97
stereotype	4.343	2.912	3.618	3.2	4.114	5.824	5.714	4.886	3.743
stern	4.265	3.333	5.242	3	4.029	4.667	4.714	4.394	4.849
stern (attitude)	4.938	3.394	5.531	3	3.697	5.242	5	4	4.771
stern (ship)	3.546	5	5.182	6.147	5.912	3.265	5.394	5	5.382
steroids	5.097	3.063	5.161	5.936	4.75	4.786	6.031	3.813	5.931
stethoscope	4.844	5.313	5.29	6.767	6.321	4.4	5.097	2.9	4.31
steward	3.412	5.4	4.364	6.286	5.171	4.546	5.706	3.909	4.6
stick	2.824	4.788	5.313	6.382	6.061	5.765	2.353	2.606	4.656
stick (glue)	3.4	5.059	5.029	6.029	5.912	5.441	2.5	2.667	4.147
stick (thin piece of wood)	2.97	4.914	4.686	6.371	6.4	5.618	1.886	2.324	4.457
sticky	4.618	3.471	4.543	4.971	5.486	5.471	2.457	3.029	4.314
stiff	4.853	4.235	4.765	4.121	4.156	4.903	4.029	3.313	5.194
sting	5.2	2.429	4.029	5.257	5.686	5.063	2.771	3.257	4.441
stingy	4.212	2.636	3.625	3.909	3.875	5.161	3.97	3.438	4.667
stink	4.743	2.529	4.829	3.971	3.514	5.324	2.543	3.943	5.457
stir	4.455	5.152	5.485	4.882	5.441	5.879	3	3.061	3.441
stir (cook)	4.121	5.758	5.438	5.333	5.515	5.909	3.343	2.939	2.912
stir (make trouble)	5	2.457	6.333	3.429	3.4	5.121	4.765	4.706	3.771
stir (move)	4.743	5.2	6.314	4.265	5.371	5.824	3.889	3.324	3.722
stock	3.438	5.406	4.781	4.531	4.03	5.2	4.273	4.091	4.807
stock (finance)	3.206	4.735	4.156	4.121	4.03	5.03	6	4.909	5.364
stock (inventory)	3.294	5.177	5.588	5.147	4.588	4.313	5.657	4.735	4.818
stock (soup)	3.606	5.969	5.581	6.235	6.226	5.563	4.559	2.313	3.576
stolen	4.771	2.177	4	3.882	3.743	5.406	3.086	4.515	4.765
stomach	4.031	5.059	4.882	6.324	6.182	6.313	2.765	3.441	4.088
stone	3.344	5.063	5.29	6.4	6.5	5.862	2.606	2.879	4.929
stone (rock)	2.857	4.853	5.629	6.514	6.514	6.343	1.971	2.914	5.143
stone (weight)	4.03	4.212	5.156	5.818	3.667	5.813	4.606	4.455	4.412
stool	2.343	4.706	5.375	6.559	6.412	4.941	3.029	2.829	4.457
stool (chair)	2.939	5	4.912	6.677	6.147	5.688	2.743	2.943	4.471
stool (faeces)	2.4	2.8	4.265	6.118	5.912	4.143	5.677	2.829	5.029
stop	4.355	3.452	4.333	3.788	4	6.276	1.849	4.219	4.531
storage	2.943	5.088	5.571	5.382	5.559	5.686	4.235	4.771	4.412
store	3.667	5.344	5.3	5.516	5.097	5.593	3.355	4.774	3.897
store (put away for future)	3.206	5.971	5.697	4.667	3.75	5.606	3.794	3.943	3.941
store (shop)	4.303	5.394	4.971	6.324	6.059	5.382	3.235	4.364	3.5
storeroom	2.688	4.969	4.839	6.258	6.188	5.323	4.645	4.258	4.485
storm	6.576	3.543	4.088	5.457	6.429	5.733	3.086	6.114	4.571
story	5.484	6.71	6.031	3.781	3.807	6.103	2.063	4.581	3.893
stout	3	3.938	4.515	4.594	4.719	3.625	4.971	3.758	5.061
stove	3.636	5.588	5.706	6.406	6.618	5.367	3.706	3.625	3.667
strain	4.424	2.824	3.618	2.941	3.242	4.906	4.971	3.824	4.529
strand	3.382	4.941	4.257	4.882	4.559	4.5	4.294	2.594	3.235
strange	5.303	3.971	4.353	2.412	3.382	6.156	3.088	4.563	4.147
stranger	5.485	3.757	4.246	4.71	4.313	5.774	2.714	4.493	4.942
strangle	5.514	1.735	4.242	5.4	6.088	4.938	4.086	4.914	5.441
strap	4.2	4.714	4.6	6.171	6.029	5.333	3.171	2.824	4.314
straw	2.875	5.03	4.849	6.333	6.303	5.242	2.333	2.125	3.909
straw (drinking)	3.886	5.5	4.971	6.657	6.629	6.057	2.571	1.706	3.571
straw (hay)	2.943	5.147	5.182	5.941	6.229	5.091	2.971	2.618	4.088
strawberry	5.412	6.419	5.548	6.516	6.875	6.438	2.412	2.794	2.912
stray	4.032	3.688	4.636	3.281	3.515	4.207	3.688	3.394	4.222
streak	4.647	4.941	5.714	3.882	4.571	4.455	4.2	3.471	4.677
stream	4.382	6.114	5	6.057	6.471	5.621	3.167	4.278	3.528
street	3.656	5.313	5.152	6.394	6	6.808	2.303	4.121	4.313
strength	6.735	7.152	7.576	4.212	4.758	6.281	3.353	6.061	5.853
stress	5.441	1.912	3.059	3.371	4.531	6.182	5.257	4.971	4.147
stressful	4.333	2.121	3.438	3.152	4.242	6.548	4.971	5.121	3.879
stretch	4.871	5.719	5.323	4.063	4.75	6.25	3.188	4.161	3.821
strict	5.097	3.469	3.875	2.813	3.281	5.346	3.531	3.968	4.25
strictly	4.206	3.727	4	3.429	2.743	5.091	3.8	4	3.735
stride	4.941	5.971	6.824	4.235	4.5	5.303	5.029	4.546	5.059
strife	4.903	3.5	3.871	3.167	3.394	3.606	5.844	4.903	4.412
strike	5.061	3.424	5.697	4.294	5.147	5.455	4.455	5.029	5.333
strike (hit)	5.265	2.829	5.882	5.088	5.706	4.546	4.5	4.514	5.794
strike (picket)	4.677	4.375	5.697	4.849	4.515	4.059	5.455	4.235	4.559
string	3.118	5.229	4.914	5.882	6.143	6.091	2.6	2.242	4.029
strip	5.606	4.807	5.161	4.25	4.849	5.129	4.424	3.032	3.531
strip (naked)	7.029	5.429	5.686	5.143	6.235	5.857	5.086	4.171	3.714
strip (narrow piece)	3.5	4.912	4.529	5.353	4.758	4.667	3.824	2.281	4.235
strip (street)	4.118	4.824	4.849	5.546	4.606	3.588	5.242	4.4	4.273
stripper	6.25	3.875	4.781	6.219	6.344	5.548	5.788	4.323	3.212
stroke	4.629	3.8	4.143	4.914	5.143	4.818	4.114	3.771	3.771
stroke (brain)	5.529	2	2.636	5.75	4.147	4.903	5.686	5.706	4.182
stroke (pet)	5.194	6.794	6.088	4.938	5.758	5.871	2.152	3.125	2.97
stroll	4.559	6.455	5.971	4.294	4.971	4.788	4.091	3.606	3.206
strong	6.706	7.571	7.618	3.943	5.086	6.515	2.485	5.882	5.8
struggle	4.576	2.853	3	3.735	4.147	5.576	4.324	4.849	4.382
stubble	4.257	5.344	5.743	6.121	6.344	5.485	5.235	2.824	6.188
stuck	4.394	3.382	3.457	3.429	4.088	5.686	2.571	3.794	4.314
student	5.177	6.086	5.857	6.286	6.229	6.853	4.429	4.171	3.943
study	3.743	5.429	5.206	4.486	5.257	6.559	4.143	4.765	4.029
stumble	4.839	3.875	3.419	3.807	4.625	4.321	4.219	3.063	4.172
stupid	4.152	2.25	3.455	3.394	3.242	6.194	2.758	4.273	4.273
style	5.914	6.441	5.943	3.029	4.257	6	4.286	4.457	2.382
stylish	5.743	7.086	6.029	3.171	4.2	5.333	5.118	4.735	2.206
subdue	3.742	4.061	3.813	3	2.613	4.1	6.086	3.758	4.121
subject	3.546	4.971	4.697	3.912	3.543	5.688	3.8	4.531	4
subjective	3.824	4.943	4.714	2.314	2.314	4.656	6.222	4.059	3.417
sublime	5.233	6.71	5.613	2.484	2.25	3.939	5.938	4.4	3.3
submarine	4.5	5.121	4.594	6.655	6.588	3.926	4	5.485	5.438
substance	4.5	5.303	5.5	4.697	3.303	5.818	5.324	4	4.029
substantial	5	6.514	6.364	3.543	3.235	5.121	6	5.758	4.382
substitute	3.75	4.394	4.455	3.656	3.818	5.182	5	3.742	4.152
subtle	3.879	5.818	4.882	2.529	2.412	5.2	5.441	2.882	3.182
subtract	3.182	4.147	4.647	3.235	3.758	5.324	3.324	3.059	4.412
suburb	2.938	4.788	4.25	5.091	5	4.483	5.364	4.879	3.333
suburbs	3.2	4.567	4.25	4.875	5.387	4.357	5.344	4.697	3.667
success	6.8	8.371	7.588	3.257	4.143	6.303	4.242	6.057	3.829
successful	6.853	8.206	7.091	2.677	4.5	6.258	4.588	5.471	3.818
suffer	5.182	1.743	2.941	2.657	4.382	4.97	4.382	5.265	4.177
suffering	4.121	1.563	3.235	3.086	4.471	5.438	4.543	5.257	3.758
suffix	2.938	4.677	4.9	3.467	3.273	3.559	6.094	2.645	4
suffocate	4.548	1.533	2.969	4.333	4.667	4.833	5.031	4.182	4.563
sugar	5.515	6.2	5.097	6.367	6.25	6.556	2.419	2.125	3
suicidal	3.6	1.343	4.057	2.727	3.886	5.171	6.029	5.765	4.429
suicide	5.031	1.382	4.25	4.667	4.606	5.871	5.324	5.333	4.088
suit	4.273	5.719	5.5	6	6.242	5.697	3.412	3.636	5.6
suit (legal)	3.968	3.71	4.8	4.667	3.839	4.452	5.813	4.733	4.742
suit (playing cards)	3.882	5.441	5.212	5.853	6.121	4.857	4.5	2.515	4.941
suit (special clothes)	5.219	6.618	6.515	6.531	6.5	5.452	3.743	4.061	6.121
suit (to be fit for)	4.281	6.364	5.656	3.121	3.727	5.677	4.735	3.625	4.629
suitcase	3.455	5.485	5.706	6.735	6.735	5.939	3.177	3.875	4.529
sulk	3.559	3.059	3.647	3.441	4.2	4.824	3.206	3.471	4.2
sulky	2.97	3.061	4.273	2.75	4.212	4.5	3.941	3.697	3.688
sulphur	3.629	4.765	4.97	6.182	4.727	3.688	5.971	2.882	4.588
