word	imageability (young adults)	imageability (older adults)	emotionality (young adults)	emotionality (older adults)
Schwanz	88.5	88.27	7.39	9.32
Schweif	71.5	75.27	27.21	17
Schwein	94.14	94.55	2.78	17.9
Schweiß	70.67	76.7	-12.84	-32.95
Schwelle	60.25	76.3	-2.94	2.05
Schwert	91.74	86.32	-10.17	-47.63
Schwester	56.86	77	36.22	63.79
Schwimmbad	84.2	91.35	39.06	59.58
Schwimmer	78	84.91	31.33	39.53
Schwur	29.21	52.52	-2.89	9.89
See	89.76	93.13	54.21	56.21
Seegang	67.15	74.41	0.53	-25.58
Seehund	87.8	95.17	50.72	55.37
Seeigel	83.35	79.27	3.84	4.58
Seele	19.24	25.91	45.6	38.6
Seemann	71.79	82.26	27.63	23.4
Seepferd	92.75	87.78	46.83	42.32
Seerose	88.79	90.83	46.63	62.74
Seestern	90.71	85.36	37.89	32
Segel	83.95	95.04	41.32	32.42
Segelboot	90.4	92.74	44.42	50.42
Segen	22.85	45.78	28.33	43.21
Seide	78	86.26	41.11	47.47
Seife	86.62	91.52	25.39	37.37
Seil	90.84	89.78	7.72	18.05
Seiltänzer	75.53	86.59	19.61	12.35
Seite	65.1	74.59	11.95	11.65
Sekt	87.25	91.91	27.11	44
Selbst	22.05	30.22	26.74	11.95
Sellerie	80.5	88.27	8.28	34.61
Semester	32.38	39.41	8.89	18.32
Senator	47.84	61.23	-17.5	9.16
Senf	82.71	88.3	16.89	23.7
Sense	89.25	88.91	-18.17	4.89
Serie	37.24	49.74	23.22	7.21
Sessel	89.44	92.43	34.72	47.26
Shampoo	81.85	87.52	33.53	26.83
Sheriff	78.15	73.77	-2.79	-0.47
Sichel	88.3	90.04	-1.79	3.74
Sicherheit	20.95	46.96	35.39	64.84
Sicht	32	45.82	29.58	22.58
Sieb	86.26	88.87	2.61	20.79
Siedlung	68.64	84.3	15.17	22.58
Sieg	37	50.92	59.17	41.95
Siegel	78.67	83.57	11.47	8.89
Signal	54.27	75.5	4.53	16.74
Silber	76.43	78.26	35.72	47.11
Silvester	66.43	76.09	33.11	49.11
Sinn	21.14	39.16	33.78	33
Sintflut	63	68	-41.53	-71.11
Sirene	68.58	70.27	-25.89	-58.22
Sirup	80.3	84.65	27.56	32.21
Sitte	19.8	37.36	-7.44	16.53
Sitz	72.16	83.09	18.47	17.55
Sitzplatz	71.43	76.43	26.72	48.74
Skalp	75.89	74.39	-56.72	-59.89
Skalpell	90.95	83.74	-46.22	-44.53
Skelett	89.55	88.09	-11.56	-40.47
Ski	92.24	94.41	28.39	34.55
Sklave	71.05	61.26	-66.26	-72.26
Skorpion	90.7	85	-21.28	-48.56
Skulptur	79.5	73.39	25.89	36.63
Socke	92.78	90.71	11.79	20.37
Sofa	91.17	91.17	43.16	47.05
Sohle	83.52	90.05	3.78	13.05
Sohn	46	88.04	29.33	65.16
Soldat	82.74	82.68	-46.21	-41.05
Soll	17.44	28.61	-28.11	2.25
Sommer	65.43	73.09	75.61	77.26
Sonate	33.14	53.91	32	40.53
Sonne	94.74	94.78	77.84	78.79
Sonntag	40.63	75.83	53.39	67.2
Sorge	32.34	51.28	-48.94	-48.21
Soße	70.9	88.09	27.83	35.16
Spachtel	82.1	84.95	-1.22	7.74
Spagat	79.62	74.41	12.11	9.74
Spalte	70.85	76.52	11.22	-1.11
Spange	86.16	81.32	-4.94	17.26
Sparen	30.2	52.27	-10.78	27.21
Spargel	87.9	94.87	26.68	57.85
Sparkasse	74.5	88.83	-15.67	23.63
Spaß	33.75	54.61	55.39	69.53
Spaten	88.14	91.61	11.05	13.63
Spatz	89.55	92.78	31.9	38.21
Specht	88.45	92.48	16.47	51.32
Speck	83.95	88.74	-1.78	21.74
Speer	93.3	91.3	-2.44	-31
Speiche	73.75	84.26	1.06	13.11
Speicher	58.42	78.48	15	19.89
Spende	37.14	62.3	27.17	32.85
Sphinx	84.43	81.5	32.47	13.16
Spiegel	89.89	91.61	16.89	33.53
Spiegelei	96.29	91.78	28.22	53.79
Spiel	60.05	73.04	55.06	46.79
Spieler	55.35	79.61	3.06	-20.75
Spielplatz	80.95	87.77	37.06	42.32
Spielzeug	72.85	84.05	46.44	52.32
Spieß	79.24	81.22	-13	-15.25
Spinat	83.95	93.26	31.06	30.68
Spinne	92.05	93.96	-22.21	-26.84
Spion	61.35	61.09	-35.5	-58.53
Spirale	81	81.26	-1.06	6.16
Spiritus	64.05	71	-6.94	-1.25
Spitz	77.29	80.17	-2.74	12.06
Spitze	72.15	81.39	-8.16	11.05
Splitter	78.56	80.61	-29.78	-28.84
Spore	62.48	71.22	-11.79	-2.16
Sport	62.19	75.09	39.28	46.21
Sportplatz	76.71	92.04	20.44	35.89
Sportwagen	82.65	90	14.05	33.89
Sprache	29	41.39	27.89	49.11
Sprichwort	21.71	50.17	18.78	27.21
Springseil	84.6	86.09	25	24.11
Spritze	94.1	88.87	-49.83	-25.44
Spritzer	57.55	64.96	-4	-11.11
Sprosse	67.43	80.65	13.74	14.68
Spruch	16.8	44.61	2.28	13.58
Sprudel	72.57	80.43	25.74	21.95
Sprühregen	74.45	80.61	18.79	-21.25
Sprung	60.9	69.83	9.61	10.21
Spucke	80.1	76.61	-20.33	-21.05
Spüle	80.84	85.04	-16.42	6.68
Staat	44.62	71.34	-16.56	18.95
Stadt	73.9	89.04	30.11	29.53
Staffelei	77.59	84.36	25.89	24.53
Stahl	70.1	73.83	-3.26	18.37
Stall	78.8	89.67	14.05	8.95
Stamm	73.5	82.35	17.56	22.68
Stammtisch	68.71	85.58	-12.72	7.11
Stand	57.62	59.78	11.17	14.63
Ständer	80.15	78.04	20.5	10.37
Stange	73.15	91	0.22	6.56
Stanze	54.79	68.55	-12.32	-1.5
Stapel	76.6	78.65	-9.5	1.68
Star	71.19	85.26	5.72	31.37
Statue	79.86	78.14	11.21	21.95
Staub	72.58	78.09	-21.32	-38.58
Staude	67.68	83.74	18	25.05
Steak	88.4	84.83	34.44	37.75
Steckdose	87.2	91.17	-5.56	22.35
Stecker	77.45	90.22	6.28	15.05
Stecknadel	88.95	93.83	-0.95	5.95
Steg	86.95	87.09	28.72	19.84
Steigerung	36.57	42.13	20.16	29
Stein	89.6	88.57	4.63	16.05
Stellung	38.05	52.57	13.74	17.21
Stelze	71	77.14	-1.11	2.16
Stempel	85.2	86.78	-3.94	11.05
Stengel	69.55	88.41	1.89	17.42
Steppe	73.57	82.87	18.37	-11.84
Stern	92.62	91.91	61.72	51.79
Steuer	48	73.96	-18.33	-37.7
Steuerrad	77.14	93.91	18.11	25.84
Stiefel	90.4	93.57	15.47	19
Stiel	81.9	83.17	0.37	11.42
Stier	93.25	89.32	17.17	2
Stift	88.1	88.22	20.89	18.26
Stil	21.58	37.1	24.5	23.74
Stille	36.53	38.55	39.94	58.68
Stimme	28.62	50.38	37.74	35.74
Stimmung	22.89	47.48	30.78	24.74
Stinktier	86.76	73	-7.72	-31.53
Stirn	84.85	88.73	17.17	18.32
Stock	85	88.82	-9.11	-4.74
Stockwerk	59.95	79.7	1.39	15.84
Stoff	68.63	79.7	17.89	24.47
Stolz	26.25	36.5	8.16	17.55
Stöpsel	83.4	84.83	7.94	15.79
Storch	93.05	92.09	34.8	56.89
Störer	35.35	57.73	-46.22	-55.11
Stoß	48.4	52.68	-17.68	-24.42
Strahl	70.16	68.65	12	23.37
Strähne	78	79.39	17.94	9.68
Strand	86.33	92.39	65.78	59.84
Strandkorb	91.9	94.52	62.72	64.63
Straße	86.68	86.43	7.56	30.37
Strauch	85.1	91	3.47	31.68
Strauß	85	90.26	37.39	47.47
Streik	61.5	72.04	-8.05	-34.95
Streit	32.33	48.04	-55.56	-47.74
Strich	88.2	80.64	5.28	9.63
Strick	83.1	88.27	-39.05	-19.32
Stroh	81.5	87.96	20.74	32.45
Strohhut	88.15	92.26	29.61	22.53
Strom	46.84	68.09	2.72	39.47
Strudel	74.45	79.22	12.11	-9
Struktur	40.76	41.3	8.61	12
Strumpf	90.05	92.57	9.53	25.11
Stube	69.3	86.74	12.58	39.63
Stück	60.42	59.65	0	2.63
Student	58.25	73.61	28.89	44.37
Studium	31.37	54.22	27.68	50.11
Stufe	75.29	92.48	1.67	-6.05
Stuhl	94.76	92.78	8.56	20.11
Stuhlbein	84.15	93.48	1.89	5.45
Stunde	26.37	55.17	6.39	15.32
Sturm	72.45	73.78	-1.11	-47.42
Sturz	54.5	66.3	-52.78	-58.84
Stute	80.45	86.78	23.84	41.11
Substanz	38	41.78	-8.89	1.84
Suche	26.25	36.95	-0.28	-5.63
Sucht	40.76	44.13	-68.89	-64
Sultan	71.15	68.91	4.53	-8.3
Sumpf	70.81	75.65	-10.84	-45.63
Sünde	31.35	31.55	-30.53	-45.89
Suppe	81.75	87.78	44	34.32
Süßigkeit	73.14	84.13	35.63	59.11
Symbol	54.4	52	16.05	15.74
Symptom	29.05	30.48	-33.89	-2.21
System	24	38.09	-24.32	10.05
Tabak	85.65	87.78	-13.17	-39.84
Tablett	82	90.52	3	18.95
Tafel	84.4	87.91	13	14.84
Tag	40.9	64.43	18.83	42.74
Tagebuch	75.71	82.04	29.47	23.21
Taifun	59.4	65.13	-35.28	-69.26
Taille	70.84	82.39	33.12	25.95
Takt	40.5	43.61	29.58	23.37
Tal	78.75	85.7	32.06	34
Taler	72.33	80.7	13.74	34.26
Talg	50.53	73.26	-31.39	0.8
Tandem	87.95	86.7	20.28	15.47
Tank	77.8	85.87	-4.06	12.42
Tankstelle	83.71	91.3	7.39	24.21
Tanne	91.55	91.52	37.22	49.84
Tante	58.48	77.48	24.89	53.53
Tanz	60	79.82	40.28	59.16
Tänzer	71.68	87.61	17.72	41.42
Tapete	78.91	94.23	-0.37	18.45
Tapferkeit	28.67	41.65	38.67	44.79
Tarantel	80.63	73.35	-26.78	-55.79
Tarzan	75.4	70.48	22.06	-5.58
Tasche	89.52	92.13	14.67	31.26
Tasse	91.3	95.04	13.58	32.58
Taste	86.37	87.43	4.78	15.95
Tat	24.05	44.09	-8.16	17.45
Tätigkeit	30.68	56	11.5	28.53
Tatsache	14	29.52	3.78	24.32
Tatze	84.55	88.59	19.89	-10.63
Tau	74.06	78.65	41.56	17.47
Taube	92.85	92.52	12.83	29.53
Taucher	91.05	87.61	31.05	1.95
Taufe	58.74	69.3	21	46.63
Täuschung	26.05	33.39	-45.11	-45.17
Taxi	89.84	93.74	23.56	32.84
Teamwork	30.95	43.09	33.89	43.05
Technik	41.9	53.91	15.67	27.32
Teddy	92.85	92.43	48.5	55.33
Tee	80.8	90.05	42.28	60
Teekessel	85.52	96.26	25.44	37.79
Teelöffel	93.05	93.36	24.72	25.37
Teich	85.29	91.87	34	39.05
Teig	79.95	83.22	26.79	20.79
Teil	36.53	56.32	2.17	-0.47
Telefon	93.4	94.68	18.5	47.42
Telegramm	69.9	83.05	9.83	4.68
Teller	95.1	92.17	11.56	31.32
Tempel	80.45	86.35	28.89	36.6
Tennis	78.35	84.13	21.83	30
Teppich	88.1	94.18	13.58	52.53
Terpentin	59.53	62	-24.11	-13.65
Test	39.9	43.82	-19.44	11
Teufel	80.25	66.23	-38.83	-61.05
Text	60	69	8.44	21.21
Theater	72.81	87.83	44.94	58.47
Thema	19.1	33.52	10	15.94
Theorie	23.95	29.59	11.16	13.79
These	25.8	29.74	16.16	0.79
Thron	86.5	75	8.67	-2.58
Thunfisch	79.74	81.87	23	37.11
Tiegel	66.8	77.48	2.87	13.84
Tier	66.95	91.96	36.53	47.37
Tiger	93.84	92.13	33.84	-2.4
Tinte	80.26	90.43	13.37	14.42
Tisch	95.9	95.59	12.94	29.32
Tischdecke	86.62	91.14	4.67	39.42
Tischler	64.4	86.65	16.79	27.26
Toast	88	86.61	25.22	46.74
Toaster	90.57	94.26	18.11	28.74
Tochter	54.1	76.09	34.06	57.26
Tod	55.53	54.52	-57.46	-77.88
Todeskampf	50.74	55.52	-83.89	-94.63
Toilette	87.43	88.74	-1.74	25.42
Toleranz	21.19	42.7	43.95	61.95
Tölpel	40.1	51.17	-16.61	-28.16
Tomate	93	93.91	29.17	54.21
Ton	32.47	49.65	32.61	24.47
Tonband	71.95	88.52	19.58	24.37
Tonne	84.61	86.13	-1.83	7.53
Topf	89.61	90.87	20.17	24.79
Topflappen	88.86	89.26	4.67	27.74
Tor	81.67	90.57	22.67	28.53
Torheit	16.95	35.57	-32.06	-34.85
Torte	87.25	92.04	39.11	54.47
Torwart	80.79	87.86	19.33	24.63
Toter	73.74	75.91	-67.56	-89.95
Totschlag	32.71	48.05	-77.39	-95.53
Trabant	87.35	74.82	12.83	3.84
Trage	79.48	83.39	-19.72	-8
Training	51.6	65.48	21.56	34.42
Traktor	89.53	88.78	16.39	14.58
Träne	87.9	84.13	-16.95	-38.47
Transport	49.32	57.14	-1.72	1.9
Traube	89.2	91.78	31.33	55.16
Traum	45.33	46.05	52.72	23.16
Treffen	37.14	54.48	43.83	35.16
Trend	19.79	33.61	-13.63	15.53
Treppe	87.95	94.52	1.89	19.79
Tresor	83.84	86.83	2.06	29.79
Treue	25.95	42.04	55.89	75.47
Triangel	85.95	78.64	24.11	12.06
Trichter	84.71	84.64	-1.79	14.37
Trick	19.76	46.09	14.89	-4.42
Trikot	80.81	86.77	16.11	28.63
Trinker	67.05	78.7	-61.28	-71
Trödel	61.09	71.48	10.33	-16.32
Trödler	49.24	81.73	6.68	-5.21
Trog	79.32	86.91	1.06	8.74
Trommel	89.35	89.17	28.61	6.58
Trompete	94.8	92.3	16.78	30.58
Tropfen	87	90.22	12.06	7.32
Trost	29.14	42.74	37.74	54.89
Trottel	33.62	52.48	-27.78	-33.05
Trotz	26.43	40.83	-31.47	-32.63
Truhe	84.3	82.86	21.61	24.58
Truthahn	86.4	90.5	9.53	40.42
Tuba	83.05	78.39	13.37	21.11
Tube	81.19	89.55	-1.56	10.84
Tuch	84.3	83.48	11.18	17.74
Tugend	13.89	35.74	24.53	47.53
Tulpe	93.3	93.61	35.5	66.68
Tunika	67.53	70.6	13.74	19.61
Tür	92.9	94.14	6.68	31.42
Turban	84.1	85.68	13.39	-5.1
Turbine	75.05	77.52	-1.11	9.37
Turm	87.7	90	10	25.15
Turnanzug	72.1	89.09	10.79	23.6
Turnen	61.42	71.74	7.78	36.79
Turnhalle	77.38	90.65	14.39	28.89
Turnhose	84.8	89.13	10.5	27.32
Tusche	68.5	86.27	21.16	14
Tüte	85.9	91.65	1.17	10.26
Tyrann	48.16	55.32	-64.21	-71.79
Übel	30.19	34.05	-49.79	-49.67
Überblick	29.15	40.61	28.53	35.05
Ufer	83.95	89.35	43.21	35.47
Uhr	93.07	87.94	-1.77	37.32
Umbruch	26.57	36.52	14.61	1.37
Umfang	38.05	54.91	-7.78	5.68
Umgang	21.59	34.74	15.89	12.16
Umhang	80.95	82.48	10.28	30.05
Umlage	14.16	25.52	-7.67	-6.42
Umsatz	17.71	36.95	8.37	21.32
Umschlag	86.79	82.73	3.67	12.16
Umstand	13.5	31.91	-7.79	5.68
Umwelt	47.05	49.68	27.95	14.42
Undank	13.5	36.96	-54.79	-44.16
Unglück	35.2	58.17	-67.37	-77.5
Unkraut	71	78.83	-23.06	-28.63
Unsinn	18.25	43.22	-3.11	-30.42
Unterarm	82	88.83	7.78	12.89
Untergang	40.75	46.86	-54.33	-70.21
Unterhemd	84.43	90.26	4.61	21.37
Unterricht	49.11	58.61	7.79	26.3
Unterrock	73.8	87.08	2.61	7.79
Untersatz	48.14	70.36	-3.26	14.11
Unterwelt	46.3	48.83	-14.39	-65.84
Unwetter	71.76	81.65	-20	-63.11
Urheber	14.4	42.91	-6	7
Urin	85.59	81.86	-35.72	-35.95
Urkunde	70.05	78.59	19.72	39.42
Urne	88.5	92.32	-35.05	-70.95
Ursprung	17.2	38.83	21.83	10
Vakuum	31.65	43.26	-7.61	-4.58
Vampir	82.85	74.52	-4.47	-57
Vanille	64.25	70.5	51.32	45.21
Vase	87.2	92.48	20	32.42
Vater	64.2	90.61	38.32	76.53
Veilchen	83.4	92.77	27.33	56.58
Vene	75.43	82.04	-5.89	6.26
Ventil	81.71	85.43	9.39	17.32
Venus	64.9	81.35	39.58	40.16
Verband	68.45	83.96	-2.72	11.63
Verbindung	41.2	42.48	18.72	10.6
Verbrechen	42.2	53.3	-56.5	-91.84
Verbrecher	55.25	66.17	-57.89	-83.47
Verdacht	16.33	32.17	-36.5	-34.42
Verderb	21.21	38.96	-59.44	-63.16
Verein	37.95	55.52	-0.39	19.26
Vererbung	23.48	39.39	2.94	10.37
Verfassung	19.05	50.09	15.56	23.16
Verfügung	12.91	35.48	-11.74	-8.05
Vergleich	22.63	30.43	-0.79	2.79
Verhalten	19.67	32.96	3.06	9.26
Verhältnis	30.11	32.26	-9.28	14.11
Verkäufer	57.4	74.48	0.78	13.84
Verlag	28.11	55.61	21	21.11
Verlangen	33.56	32	21.5	13.95
Verlauf	23.81	31.43	-2.89	6.42
Verlobung	40.6	70.43	43.06	48.79
Verlust	27.45	36	-51.89	-55.21
Vermutung	8.57	25.64	-3.22	-4.58
Vernunft	14.55	26.35	32.11	60.58
Verrat	24.95	34.74	-62.78	-64.89
Versäumnis	14.24	29.61	-40	-35.11
Verschluss	61.05	64.86	-1.5	0.89
Verstand	15.42	37	47.89	56.25
Versteck	44.62	55.95	10.22	-2.55
Versuch	28.35	46.26	6.63	16.84
Vertrag	49.52	52.7	-3.94	19
Vertrauen	18.45	36.3	61.21	63.79
Vertreter	49.9	60.35	-34	-13.68
Vertrieb	20.67	43.87	-11.72	9.15
Verwaltung	32.24	43.7	-36.67	-4.35
Verwandte	50.53	68.41	26.39	32.79
Verzicht	24.2	33.45	-23.22	-26.63
Verzierung	53.21	76.35	25.67	35.2
Verzug	20.34	36.69	-35.16	-33.84
Vetter	36.8	63.14	2.26	33.05
Video	79.64	74.65	25.26	28.79
Vieh	64.78	83.61	2.84	14.95
Viereck	94	93	5.83	5.89
Villa	81.21	93.65	38.78	40.05
Vitamin	31.86	52.78	41.44	51.74
Vitrine	67.21	83.96	4.68	29.26
Vogel	89.95	94.39	36.63	51.53
Volk	43.3	49.27	-3.74	23
Völkerbund	26.4	46.73	4.22	19.89
Vollmacht	21.62	45.09	-9.58	22.32
Volumen	33.38	52.87	8.22	18.79
Vorbedacht	7.42	25.91	-9.44	15
Vorfall	18.55	36.65	-25	-12.21
Vorrecht	10.89	32.3	-16.67	5.11
Vorschlag	25.26	33.52	14.83	19
Vortrag	44.7	62.7	12.11	25.84
Vulkan	90.86	82.83	1.44	-25.22
Waage	88.48	88.04	13.16	24.74
Wabe	81.95	75.04	13.26	20.05
Wache	53.42	71.96	-15.94	-7.74
Wacholder	66.05	82.13	9.11	34.26
Wachs	80.9	77	18.17	20.42
Wachtel	67.95	84.26	7.39	38.84
Wächter	63.19	71.17	-13.68	12.95
Wade	74.2	87.96	1.67	14.47
Waffe	88.8	77.73	-50.61	-55.16
Waffel	88.2	91.17	30.21	39.32
Wagen	79.6	87.3	13.58	41.53
Waggon	84.53	88.52	4.17	8.21
Wagnis	23	44.96	17.67	-14.16
Wahl	38.35	49.04	0.63	8.05
Wahlurne	73.67	88.86	-5.28	10.58
Wahn	28.9	35.74	-60.84	-48.16
Wahnsinn	33.52	34.39	-40.74	-75.16
Wahrheit	17.05	31.04	44.78	70.74
Waise	35.14	69.17	-46	-36.11
Wal	89.89	92.61	42.37	24.37
Wald	86.95	90.91	61.47	67.95
Waldhaus	71.32	84.39	38.11	46
Walnuss	91.5	95.83	18.94	44.32
Walross	89	87.22	24.28	26.32
Walze	77.71	82.91	-15.83	-13.84
Wand	82.4	89.14	-6.39	8.32
Wanderung	59.26	72.61	37.56	61.11
Wange	83.05	91.74	39.58	39.58
Wanne	89.5	92.57	36.61	31.37
Wanze	62.86	81.83	-37.78	-75.84
Wärter	58.76	75.96	-18.78	-8.42
Waschbär	88.24	91.04	43.61	26.11
Wäsche	74.76	84.96	5.72	27.42
Waschhaus	59.05	80.48	8.56	-2.42
Wasser	85.81	92.91	41.84	57.47
Wasserhahn	89.65	91.91	7.53	21.95
Wasserwerk	68.38	76.5	-1.58	17.84
Watte	90.57	88.48	24.83	27.21
Wechsel	23.25	40.65	1.94	-11.16
Wecker	91	95.52	-25.83	2.26
Weg	80.1	80.35	24.32	25.7
Wegweiser	73	78.23	21.39	42
Weh	20.43	36	-46.21	-50.4
Weide	79.8	90.48	43.42	41.05
Weiher	59.15	87.96	21.06	31.32
Weihnacht	60	84.57	38.44	74.26
Weihwasser	62.39	61.39	-9.89	13.85
Wein	86.85	90.48	30.72	42.16
Weißkohl	83.4	90.05	1.37	38.11
Weizen	78.33	92.41	26.72	38.37
Welle	85.05	87.35	35.39	20.63
Welt	84.9	76.81	29.85	27.56
Werbung	53.9	62.04	-31.56	-13.32
Werfer	64.14	69.74	5.33	1.58
Werk	48.5	68.09	16.44	16.7
Werkstatt	74.3	83.78	10	17.25
Werkstoff	38.25	59.65	2.68	17.26
Wert	20.05	29.48	12.67	32.95
Wesen	30.5	48.22	10.33	14.21
Wespe	95	93.17	-28.89	-36.63
Weste	79.9	90.04	6.11	30.63
Wettbewerb	31.95	37.65	-9.06	17.1
Wetter	55.55	70.7	17.95	22.74
Whisky	80.05	80.74	26.53	-11.42
Widder	76.38	87.17	14.53	25.05
Wiege	85.29	89.61	35.67	37.58
Wiese	83.95	91.48	51.89	49.89
Wiesel	72.2	81.96	14.22	22.53
Wigwam	77.42	68.74	34.94	16.17
Wikinger	84.29	75.96	15.22	17.58
Wildkatze	78.33	84.48	33.74	20.47
Wille	20.42	32	45.78	49.05
Wimpel	83.7	85.65	11.29	17.26
Wimper	85.05	88.81	28.95	15.79
Wind	60.89	66.27	39.39	6.55
Winde	65.28	64.13	16.78	-4.42
Windel	86.55	90.04	-13.68	-1.58
Windhauch	49.55	55.91	38.56	34.32
Windmühle	89.15	92	35.22	51.79
Winkel	79.05	73.87	-0.53	6.05
Winter	51.5	78.41	-2.37	9.63
Wippe	82.75	86.09	28.39	29.11
Wirkung	13.85	29.48	14.53	11.05
Wirt	66.1	70.91	16.68	25.47
Wirtschaft	24.86	48.17	-18.5	11.11
Witwe	48.62	70.3	-35.17	-29
Witz	32.95	50.27	48.33	58.37
Woche	24.5	49.82	6.11	22.15
Wodka	84.76	81.78	22.06	-20.26
Wohl	16	31.3	39.25	48.42
Wohlfahrt	13.32	41.17	6.74	27.53
Wohlstand	36.95	43.55	36.44	59.26
Wohnblock	67.6	83.05	-24.32	23.95
Wohnhaus	75.37	92.65	12.11	44.89
Wohnung	78.2	90.26	41.72	65.95
Wohnwagen	85.37	92	35.28	22
Wohnzimmer	79.33	94.32	29.22	55.74
Wolf	90.7	92.55	8.11	-11.58
Wolke	93.55	91.22	44.33	27.68
Wolle	75.47	88	18.68	39.74
Wort	32.95	59.13	11.63	26.11
Wörterbuch	76.29	89.3	35.22	42.26
Wunde	83.76	87.68	-52.61	-45.47
Wunder	21.79	36.61	54.61	49.37
Wunsch	21.35	40.87	48.28	38.8
Wurf	51	63.26	12.17	11.58
Würfel	92.38	94.48	14.06	15.32
Wurm	91.9	91.87	-8.22	-29.11
Wurst	89.76	93.22	0.58	31.47
Wurzel	86.89	83.52	13.32	5.89
Wüste	87.05	85.09	9.72	-24.89
Wut	47.85	52.74	-31.16	-51.95
Wüterich	38.47	52.57	-38.26	-59.26
Xylophon	84.1	76.27	23.39	36.53
Yacht	88.05	94.65	33.56	46.25
Zacke	60.58	69.36	-13.44	-0.89
Zahl	66.7	75.48	1.39	20.32
Zahn	92.8	95.78	-11.05	15.63
Zahnbürste	94.9	95.91	17.78	27.47
Zahnlücke	88.81	90.61	-16.28	-46.63
Zahnpasta	92.55	94.22	10.37	31.15
Zange	91.5	91.78	-5.94	5.42
Zauber	36.4	50.61	40.47	6.47
Zauberer	82.63	73.74	30.33	12.68
Zaun	89.86	91.39	-18.21	6.74
Zebra	92.71	92.74	34.05	45.84
Zecke	86.7	79.26	-43.63	-57.74
Zeder	56.6	73.39	23.68	26
Zeh	88.76	93.74	6.17	19.74
Zeichen	58.53	57.18	16.26	13.58
Zeichnung	66.62	84	30.05	29.95
Zeile	65.85	72.09	7.74	11.55
Zeit	44.41	59.44	8.58	35.32
Zeitalter	20.89	39.61	21.33	9.11
Zeitung	87.8	94.48	29.83	40.37
Zelle	81.85	79.96	-19.21	-47
Zelt	89.2	89.43	25	22.32
Zement	71.1	88.09	-5.61	9.26
Zentner	32.15	54	-9.32	-7
Zeppelin	86.32	94.27	35.68	32
Zepter	77.1	77.35	4	7.84
Zerstörung	51.68	64.09	-65.17	-82.11
Zettel	82.42	86.64	8.17	8.45
Zeugnis	73.45	73.52	-2	29.32
Zickzack	72.29	69.3	-3.89	-10.42
Ziege	91.86	93.26	16.22	22.68
Ziegel	91.05	88.5	10	19.58
Ziegenbock	90.9	91.59	2.44	11.37
Ziel	64.55	74.78	39.16	53.11
Zigarre	92.38	91.59	-3.06	-22.84
Zigeuner	59.05	74	0.61	-27.32
Zimmer	82.9	90.59	20	32.74
Zimt	83.76	82.65	33.58	34.84
Zink	46.21	59.09	4.83	5.37
Zinn	62.43	66.04	0.83	8.79
Zirkel	87.71	84.65	-2.78	9.95
Zirkus	83.57	87.39	12.72	43.84
Zitat	36.59	49.04	13.05	21.85
Zitrone	93.1	94.48	28.06	22.65
Zobel	58.93	79.39	-0.69	33
Zoll	50.26	60.43	-16.84	-14.32
Zöllner	53.25	66.83	-30.89	-23.94
Zollstock	88.7	94.35	4.95	24.37
Zoo	79.81	93	30.89	68.16
Zopf	89.15	94.13	28.26	15.47
Zucht	46.6	48.22	-20.39	-7.37
Zucker	83.26	87.48	19.74	39.26
Zufall	16.8	28.74	12.42	13.21
Zug	93.19	93	20.79	35.63
Zügel	75.45	78.26	-1.74	13.89
Zukunft	13.05	32.39	36.63	27.89
Zumutung	14.89	26.96	-44.68	-33.63
Zunge	92.83	95.09	29.33	17.5
Zuordnung	22.67	29.78	-0.67	4.53
Zusatz	23.68	26.09	-7.79	-11.32
Zuschauer	60.62	71.61	11.67	18.74
Zustand	19.95	35.78	-3.16	2.21
Zuwachs	25	47.7	13.22	38.05
Zweifel	25.4	34.09	-31.89	-24.26
Zweig	84.5	89.27	22.11	35.32
Zwerg	84.9	87.57	3	-8.58
Zwieback	86.95	94.17	15.94	42.42
Zwiebel	93.15	93.23	13.39	9.68
Zwielicht	36.95	54.73	-29.72	-30.3
Zwilling	71.52	79.74	28.89	35.95
Zylinder	82.76	86.09	23.78	10.11
