word	valence	arousal	dominance	concreteness	imageability	age of acquisition
szpon	4.06	4.52	5.66	1.76	7.10	9.68
sztangista	5.08	3.88	6.10	2.56	7.47	11.40
sztuczka	5.94	4.20	5.88	4.72	6.12	8.00
sztuczność	3.08	4.74	4.22	6.22	5.22	10.56
sztuczny jedwab	4.64	3.00	4.66	2.92	4.68	11.66
sztuka	6.46	3.58	5.94	5.32	6.20	8.98
szturchanie	4.02	4.42	4.52	4.16	6.88	9.12
szturmować	4.14	5.22	6.56	4.28	6.22	11.04
sztylet	4.16	5.50	6.02	1.78	7.61	10.54
sztywny	4.00	3.78	5.00	4.64	6.56	9.06
szubienica	2.52	5.70	3.92	2.00	7.84	10.74
szuflada	5.26	2.68	4.84	1.70	7.98	6.18
szukać	5.26	4.28	4.90	4.69	6.14	7.42
szumowiny	3.06	4.56	3.76	4.12	5.27	12.44
Szwajcaria	6.04	3.68	6.20	2.48	5.98	10.44
Szwecja	6.12	3.20	5.60	2.42	6.10	10.26
szybki	6.10	4.50	6.30	4.60	6.62	5.98
szybko	5.48	4.64	5.74	5.18	5.80	5.90
szybkość	6.16	5.00	6.46	5.08	6.08	8.06
szyć	5.68	3.36	5.20	3.36	7.40	8.18
szydełko	5.40	2.98	5.04	1.98	7.14	9.42
szydełkować	5.56	2.54	4.74	3.34	7.39	9.62
szyja	5.46	3.04	5.30	1.94	8.04	6.60
szyk	5.58	3.78	5.82	5.00	5.64	10.84
szynka	5.80	3.48	4.90	1.98	7.94	5.62
ściana	4.94	2.74	5.02	1.92	7.62	7.50
ścieg	4.98	3.22	5.11	2.65	7.14	12.31
ścieki	3.30	4.65	3.43	2.30	6.86	9.40
ścierać się	4.02	3.80	4.73	4.18	6.02	9.84
ścierka	4.24	3.30	3.90	2.06	7.60	7.40
ściernisko	4.58	3.98	4.29	2.82	5.72	10.90
ścieżka	5.88	2.98	5.18	2.46	7.66	7.72
ścięgno	4.48	3.58	4.90	2.31	6.52	10.94
ścigać się	5.24	5.08	5.54	4.64	7.00	7.90
ściskać	5.06	4.26	5.20	3.92	7.06	7.56
ściśle	5.02	3.38	5.52	5.72	4.46	9.26
ślad	5.14	3.34	5.24	3.44	6.98	7.90
śledzić	3.92	4.28	5.26	4.78	6.24	8.34
śledziona	4.38	3.55	4.64	1.90	5.56	12.02
śledź	5.00	3.36	4.34	2.22	7.76	7.70
ślepy	3.00	3.92	3.12	3.80	7.10	8.26
ślepy zaułek	3.48	4.02	3.26	3.58	6.96	9.62
ślimak	4.90	2.58	3.80	1.92	8.26	7.28
ślina	4.30	3.26	4.52	1.90	7.64	7.48
ślinianki przyuszne	4.45	3.16	4.38	2.10	4.81	13.04
śliwka	6.14	2.92	4.66	1.90	8.18	6.70
ślizgać	5.10	4.04	4.00	3.88	6.84	6.88
ślizgać się	4.94	4.32	4.38	3.68	7.16	7.50
ślub	6.98	5.14	5.86	4.08	7.86	8.40
śluz	3.54	3.94	3.80	2.34	7.39	9.54
śmiać się	7.68	5.80	6.10	4.14	7.56	6.36
śmiałość	6.70	4.82	6.78	6.62	5.32	9.86
śmiały	6.52	5.16	7.18	6.20	5.86	9.30
śmiech	7.32	5.42	6.20	4.46	7.62	5.88
śmieci	3.20	3.98	3.42	2.34	7.76	7.00
śmieciowy	3.16	4.40	3.32	4.44	5.78	10.48
śmieć	3.02	4.88	2.92	3.22	7.14	7.10
śmierć	1.56	6.52	3.28	5.42	7.00	7.38
śmierdzieć	2.26	5.32	3.06	4.04	6.46	7.02
śmiertelny	2.54	5.78	3.52	4.78	5.28	10.60
śmieszność	5.00	5.40	4.14	6.34	5.18	9.60
śmieszny	7.00	5.20	5.44	5.74	6.46	6.88
śmietniczka	4.22	3.48	3.82	2.10	6.98	8.24
śmietnik	3.34	4.28	3.94	1.96	7.94	6.40
śnić	6.82	3.16	5.00	5.94	7.16	7.24
śnieg	6.12	3.66	4.84	1.86	8.29	5.82
śnieżyć	5.20	4.02	4.72	3.74	7.04	8.10
śpiączka	2.44	4.02	2.72	3.70	6.80	9.62
śpieszyć się	3.96	5.14	4.74	4.86	6.74	7.98
śpiewać	6.82	4.38	5.54	3.96	7.60	5.72
średni	4.88	3.80	4.86	5.34	4.86	7.86
średnia	5.22	3.20	5.00	4.60	5.28	8.82
środki	5.28	3.36	5.38	4.02	4.24	9.82
środkowy	5.10	3.24	5.26	4.58	5.88	7.56
środowisko	6.14	3.28	5.20	4.22	6.10	8.90
śruba	5.02	3.36	5.28	1.44	7.82	7.86
świat	6.48	3.90	6.22	4.18	7.14	7.04
światła samochodowe	5.02	3.64	5.42	2.10	7.84	9.00
światło	6.28	3.82	6.16	3.22	7.72	6.26
światło dzienne	6.68	3.38	6.06	3.22	7.30	9.32
światło słoneczne	7.02	3.44	6.08	2.98	7.76	8.86
świąteczny	6.52	4.38	5.84	6.20	6.48	7.80
świątynia	5.54	3.54	5.90	3.08	7.58	9.34
świecić	5.90	3.86	6.24	3.80	6.90	6.22
świecić (o Słońcu)	7.30	3.74	6.50	4.02	7.54	6.48
świeczka	5.62	3.24	5.28	1.88	8.16	7.40
świerzb	2.58	5.20	3.54	2.65	5.44	12.22
świeży	6.70	4.42	6.12	4.56	6.36	7.26
święta	6.78	4.08	5.44	5.80	6.94	5.86
święto	6.60	4.66	6.02	6.38	6.41	7.84
świętoszkowaty	3.54	3.66	4.14	6.38	4.65	11.74
świętować	6.88	5.52	5.98	5.24	6.62	9.00
święty	6.08	3.58	5.94	6.72	5.88	7.88
świnia	3.98	4.28	4.46	1.52	8.16	7.50
świński	3.60	4.52	4.14	4.76	5.50	9.84
świstać	4.76	3.72	4.88	4.04	5.80	9.82
świstak	5.60	3.22	4.76	1.92	7.50	9.02
świt	6.60	3.14	5.37	3.46	7.42	8.58
tabela	5.08	2.88	5.44	2.82	7.74	8.38
tablica	5.10	3.46	5.48	1.76	8.06	6.84
tabu	4.48	4.34	4.16	6.06	4.86	12.08
tajemnica	5.88	4.22	5.06	6.30	5.14	7.46
taksówka	5.26	3.64	5.34	2.18	7.86	7.98
takt	5.98	3.50	5.38	5.80	4.90	10.80
taktowność	5.90	3.58	5.50	6.24	4.32	11.70
taktowny	6.02	3.42	5.62	6.16	4.98	10.94
talent	7.06	4.36	6.60	6.24	4.68	8.18
talerz	5.38	3.04	4.70	1.82	7.96	5.84
talia	5.92	3.84	5.44	2.02	7.62	10.78
talk	4.96	3.06	4.64	1.98	6.33	11.86
talon	6.14	3.52	5.18	2.26	6.12	10.88
tama	5.20	3.06	5.62	1.92	7.82	8.98
tancerz	6.30	4.80	5.96	2.62	7.70	7.28
tandem	5.54	3.30	5.09	3.07	6.42	12.86
tandeta	3.02	4.08	3.54	5.34	5.82	11.24
tango	6.12	4.52	5.78	3.38	7.62	9.40
tani	6.18	4.08	4.46	4.39	5.24	7.06
taniec	6.80	5.28	5.70	3.42	7.78	6.88
tankować	5.24	3.62	5.80	3.48	7.36	9.28
tankować (alkohol)	4.62	5.48	4.20	4.08	6.73	12.86
tankowiec	5.04	3.80	5.72	2.44	6.58	10.80
tańczenie	6.60	5.46	5.66	3.76	7.34	6.88
tańczyć	6.84	5.38	5.78	3.94	7.80	6.54
tapeta	5.16	3.02	5.18	2.08	7.52	8.16
tapetowanie	4.78	3.14	5.46	3.52	7.20	10.24
taranować	3.94	4.66	6.34	4.31	6.66	9.72
taras	5.94	2.84	5.02	2.00	7.50	8.64
tarcza	5.28	3.78	6.10	2.16	7.70	8.30
tarka	4.96	3.10	4.86	1.64	7.72	9.26
tarot	4.16	3.72	4.60	3.92	7.22	11.29
tarta	6.12	3.54	5.12	1.94	7.27	10.54
tasować	5.42	3.60	5.42	3.72	6.90	9.06
taxi	5.20	3.32	5.26	1.98	8.00	8.60
tchórz	2.90	4.98	2.80	5.48	5.66	8.14
tchórzliwość	3.20	4.78	2.60	6.78	5.00	9.08
tchórzliwy	3.24	5.14	2.52	6.50	5.50	9.50
tchórzostwo	2.84	5.16	2.42	6.74	4.96	9.52
teatralny	5.98	4.20	5.20	5.46	5.82	9.26
tekst	5.58	2.88	5.32	2.58	7.20	8.04
tektura	4.90	3.10	4.64	2.24	7.58	8.58
telewizja	5.24	3.54	5.44	3.14	7.92	6.78
telewizor	5.92	3.70	5.34	1.54	8.28	6.36
tembr	5.46	4.05	5.68	4.50	3.90	12.23
tempo	5.22	4.35	5.80	4.76	5.06	9.24
tendencja	5.12	3.57	4.94	6.32	3.90	11.10
tenis	5.84	3.42	5.64	2.40	8.00	8.52
tenor	5.44	3.32	5.40	3.60	6.12	11.20
teoria	5.22	3.12	6.10	6.48	4.50	10.20
tequila	6.34	4.62	5.40	1.74	6.90	13.36
teraźniejszy	5.38	3.70	5.66	6.08	4.06	9.10
teren	5.52	3.14	5.34	2.62	6.26	8.10
termin	4.66	3.62	4.96	4.66	5.06	9.90
termit	4.28	3.64	4.06	2.12	6.28	10.69
termometr	4.98	3.34	5.22	1.78	8.02	7.76
terror	2.10	6.42	5.48	5.84	5.70	10.58
terrorysta	2.04	5.98	5.44	3.06	7.00	9.76
test	4.46	4.68	5.30	4.02	6.72	7.72
testować	5.34	3.78	5.86	4.24	5.52	9.14
tęcza	6.76	3.42	5.54	3.14	8.12	6.78
tęgi	4.34	3.86	5.50	3.94	6.46	10.58
tępota	2.74	4.46	3.12	6.16	5.22	11.02
tępy	2.98	4.62	3.44	5.10	5.82	8.64
tęsknić	3.76	5.34	3.54	6.32	5.92	7.58
tik	4.31	4.06	3.66	3.44	6.29	10.62
tkać	5.30	3.32	5.06	3.69	6.63	9.88
tkanina	5.72	3.02	5.16	1.96	6.98	9.66
tłoczyć się	3.78	4.54	4.00	4.02	6.36	9.66
tłum	4.06	4.82	4.82	2.98	7.62	8.36
tłumaczyć	5.30	4.06	5.54	4.88	6.02	8.62
tłumić	4.02	4.48	4.70	5.16	5.48	9.90
tłusty	3.70	4.52	4.26	4.12	6.94	7.38
tłuszcz	3.52	3.90	4.16	2.08	7.42	8.02
toaleta	4.92	3.82	4.56	1.92	7.98	6.86
toast	6.36	4.30	5.82	3.92	7.52	9.54
toczyć	5.06	3.52	4.90	3.90	6.44	7.96
toga	5.10	2.84	6.30	2.04	6.98	11.64
toksyczny	2.90	5.04	4.26	4.98	5.45	11.50
tolerancja	6.62	3.88	5.88	7.32	4.56	10.90
tolerancyjny	6.34	3.56	5.88	6.56	5.00	11.20
tolerować	5.72	4.02	5.62	6.46	4.92	9.98
ton	5.40	3.40	5.40	4.46	4.68	9.14
tona	5.24	3.32	5.84	3.62	5.60	8.90
tonacja	5.58	3.56	5.58	4.84	4.30	10.58
tonąć	2.40	5.74	3.24	3.98	7.22	8.14
tonik	5.32	2.86	5.10	2.04	7.08	10.80
top	5.54	3.70	5.82	2.92	6.38	10.30
topielec	2.04	5.00	2.78	2.66	7.08	11.04
topór	4.42	4.56	6.34	2.08	7.47	9.16
tor	5.34	3.22	5.20	2.30	7.44	7.50
torba	5.44	3.12	5.34	1.74	7.82	6.60
torf	5.18	3.22	4.41	2.30	6.66	12.29
tornado	3.38	5.78	5.72	2.92	7.80	8.64
tort	6.52	3.90	5.74	1.80	8.16	6.68
tortura	1.88	6.64	4.16	4.54	6.86	9.72
torturować	1.92	6.64	5.38	4.70	7.04	9.72
totem	5.39	4.02	5.87	3.32	6.72	11.46
towary	5.32	3.36	5.44	2.80	6.30	9.30
towarzyskość	6.48	4.54	6.40	6.52	5.62	10.62
tożsamość	5.90	3.66	6.28	6.64	4.36	11.18
trafić	6.20	4.20	6.06	4.44	6.38	7.46
trafienie	6.02	4.28	6.00	4.16	6.18	8.94
tragedia	2.04	6.67	3.19	5.93	5.96	9.22
tramwaj	5.52	3.48	5.06	1.86	7.88	7.96
trans	4.96	3.62	4.38	5.83	5.44	11.96
transgresja	5.06	4.08	5.71	4.92	3.04	13.60
transparent	5.28	3.74	5.60	2.52	7.26	10.96
transportowanie	5.34	3.70	5.66	4.16	6.08	9.54
trapez	5.28	3.48	5.34	3.22	7.84	10.00
trasa	5.50	3.42	5.72	3.04	7.02	8.80
tratwa	5.52	3.32	5.10	1.48	7.68	8.68
trauma	2.30	5.82	2.72	6.78	5.50	11.98
trawa	5.92	3.00	5.02	1.90	8.10	5.78
trawka	5.62	4.08	4.56	2.04	7.62	9.32
trawnik	5.90	3.18	4.98	1.74	7.96	6.90
trąba	4.96	3.74	5.04	1.90	7.78	7.06
trąbka	5.40	3.86	5.12	1.96	8.06	7.56
trąd	2.35	5.16	3.04	2.82	5.94	11.68
trądzik	2.64	5.22	3.92	2.24	7.49	10.70
trener	5.70	3.94	6.14	2.78	7.42	8.66
trenować	5.88	4.30	6.34	4.02	7.18	8.40
trio	5.30	3.44	5.32	3.47	6.52	10.50
triumf	7.40	5.40	7.56	6.06	6.18	10.60
trofeum	6.62	4.24	7.18	2.84	6.96	9.48
tron	5.96	4.22	7.66	2.14	7.96	7.46
trop	5.54	4.10	5.74	4.06	6.64	9.14
tropiki	6.26	4.62	5.80	3.08	7.24	9.74
troska	6.30	3.58	5.18	6.26	5.28	9.76
troskliwy	6.98	3.56	6.06	6.48	5.58	9.18
troszczyć się	6.84	3.74	5.92	5.56	5.90	9.08
truchło	3.56	3.98	3.33	2.90	5.50	11.25
trucizna	2.62	5.60	4.88	3.16	6.82	8.80
trud	4.14	5.12	5.20	5.76	5.26	8.88
trudność	3.74	4.94	4.16	6.10	4.50	8.28
trudny	3.92	4.72	5.00	6.00	4.52	7.30
trufla	5.80	3.61	5.48	1.88	6.18	11.26
trumna	2.06	5.74	3.66	2.22	8.12	8.66
trup	2.02	5.86	3.22	2.42	7.76	8.76
truskawka	6.98	3.38	5.18	1.76	8.32	5.78
trwać	5.70	3.22	5.34	5.46	3.92	8.90
trwały	6.26	2.88	6.54	5.26	4.66	9.12
trwoga	3.28	4.88	3.24	6.80	5.37	10.55
trybula	4.84	3.65	5.38	3.57	4.20	13.20
tryskać	5.60	4.43	5.66	4.18	6.50	9.08
trząść	4.24	4.16	4.85	3.74	6.84	8.38
trzcina	5.34	3.23	4.44	1.95	7.59	9.26
trzeć	4.62	4.14	4.80	3.68	6.50	9.06
trzeźwy	5.96	3.90	6.36	4.14	6.32	11.12
trzęsienie ziemi	2.78	5.92	4.64	2.92	7.64	8.54
trzmiel	4.68	4.14	5.28	1.60	7.29	9.58
trzonowiec	4.76	3.24	5.40	2.02	6.30	11.48
trzymać kciuki	6.84	4.52	5.68	4.58	7.42	8.08
trzymać się	5.82	3.58	5.78	4.34	6.42	7.22
tsunami	2.70	6.00	4.68	2.44	7.28	10.76
tulić	7.54	3.64	5.48	4.32	7.48	7.42
tulipan	6.46	2.84	5.22	1.96	8.28	7.20
tułów	4.90	3.16	5.48	2.14	7.26	9.04
tunel	5.06	3.34	4.84	2.26	7.66	7.76
tuńczyk	5.16	3.18	4.70	1.50	7.44	9.34
turbo	5.76	5.06	6.40	5.33	4.76	9.04
Turcja	5.48	3.54	5.10	2.46	6.32	11.00
tusza	4.12	3.76	4.38	2.80	6.84	10.98
tuzin	5.38	3.28	4.98	3.30	6.04	10.28
twardy	5.40	4.30	6.40	4.46	6.36	6.26
twarz	5.76	3.72	5.90	1.94	7.88	6.46
twist	5.88	4.28	5.44	3.79	6.21	11.84
tworzenie	6.54	4.26	6.80	5.54	5.30	9.24
tworzyć	6.66	3.94	6.69	5.38	5.72	8.96
tworzywo	5.18	3.32	5.56	3.66	5.46	11.30
twórczość	6.56	4.72	6.42	6.22	5.08	9.82
twórczy	6.98	4.32	6.98	6.84	5.28	10.12
tyczka	5.18	2.88	5.16	1.90	7.54	8.40
tygrys	5.84	4.62	6.66	1.62	8.12	6.94
tylko	4.54	3.62	4.50	6.38	2.92	7.18
tyłek	5.38	4.58	4.98	2.00	8.16	8.20
tymianek	5.42	2.68	4.92	1.76	6.84	11.46
tynk	4.86	2.80	5.04	2.02	7.20	9.78
typ	5.02	3.42	5.20	5.12	4.06	8.66
tyran	2.44	5.64	6.86	4.26	6.30	10.64
tysiąc	6.02	4.12	6.22	3.84	6.54	7.72
tytoń	4.18	4.42	4.76	1.84	7.62	10.10
tytuł	5.62	3.36	6.50	4.78	5.96	7.10
ubierać	5.60	3.52	5.42	3.48	7.24	6.32
ubieranie	5.56	3.18	5.60	3.58	7.22	6.74
ubijać	4.82	3.94	5.24	4.16	6.72	8.14
ubogi	3.48	4.24	3.34	5.06	6.18	8.86
ubój	2.96	5.33	4.54	3.38	6.12	11.72
ubóstwo	3.00	4.56	2.56	5.56	6.28	9.68
ubranie	5.96	3.33	5.38	2.40	7.46	7.28
ubzdryngolony	4.02	5.20	3.06	4.57	6.47	13.13
ucho	5.24	3.32	5.06	1.94	8.12	5.44
uchwyt	5.20	3.36	5.33	2.36	6.62	7.78
uchylać się	4.32	3.48	4.12	4.52	5.48	10.30
uciec	4.28	4.84	3.64	4.26	6.56	6.90
uciecha	6.86	4.70	5.70	5.96	5.82	9.48
uciekać	3.70	5.26	3.43	4.13	6.90	6.62
uczciwość	7.24	3.92	5.44	6.80	5.14	9.74
uczciwy	7.18	4.16	6.20	6.44	4.92	9.16
uczesanie na jeża	4.68	3.86	5.08	2.61	7.44	9.74
uczony	6.26	3.58	6.90	5.04	5.98	9.78
uczta	6.72	4.40	5.70	3.10	7.50	8.94
uczucie	6.86	4.78	5.46	7.38	4.88	8.74
uczyć się	5.68	4.06	6.20	4.76	7.06	7.30
uczynek	6.08	3.68	5.74	5.48	4.66	8.72
uczynność	6.86	3.76	5.90	6.46	4.84	9.70
uczynny	6.84	3.26	5.66	5.86	5.26	9.22
udać się	5.64	3.96	6.12	4.90	4.88	7.88
udaremniony	4.64	4.34	4.28	5.40	4.08	10.94
uderzać	3.78	5.42	6.18	3.78	7.06	7.40
uderzający	4.56	4.90	5.84	5.04	5.00	9.96
uderzenie	3.60	5.24	5.80	4.10	6.98	7.80
uderzyć	3.30	5.48	5.64	3.56	7.18	6.60
udo	5.20	3.72	5.20	1.76	7.84	7.54
udobruchać	6.06	3.60	5.20	5.90	5.08	10.70
udowadnianie	5.12	3.88	5.86	6.26	4.82	10.52
udowodnić	5.94	4.06	6.44	5.94	5.14	9.36
udręczony	2.90	5.28	3.06	6.16	5.00	11.50
udrożnić	5.30	3.90	5.64	3.50	5.94	11.56
udusić	2.28	5.78	4.80	3.98	6.88	8.58
uduszenie	2.04	5.62	3.98	4.04	6.76	9.66
ufny	6.12	3.02	4.38	6.30	4.80	8.88
ugniatać	5.10	3.60	5.00	3.78	7.06	8.44
ugotować	6.68	3.68	5.50	3.36	7.04	7.30
ujma	3.53	4.08	3.62	6.12	3.90	12.41
ukaranie	3.42	4.92	5.20	5.22	5.68	8.54
układność	4.98	3.47	4.48	6.48	3.98	12.16
ukłucie	3.61	4.58	4.34	3.50	6.98	7.30
ukochana	7.90	5.46	6.14	5.44	6.34	8.76
ukochany	7.80	6.22	6.12	5.60	6.16	8.64
ukojenie	6.64	2.90	5.64	6.22	5.22	10.40
ukoronować	5.94	4.14	7.18	4.68	6.78	9.98
ukośny	4.92	3.76	5.10	4.20	6.78	9.38
Ukraina	5.20	4.90	4.24	2.26	6.68	10.02
ukraść	2.60	5.32	4.24	4.26	6.70	7.52
ukryć	4.62	4.18	4.62	4.72	6.12	7.94
ukrzyżować	2.58	5.94	4.66	4.32	7.48	9.42
ukształtować	5.84	3.64	6.34	5.22	5.34	9.88
ukucnąć	4.74	3.04	4.18	3.37	7.06	7.66
ukuć	3.84	4.38	5.33	3.82	6.29	8.82
ulegający sugestii	3.52	4.22	2.78	6.78	4.08	12.12
uległy	3.64	3.48	2.42	6.18	5.46	10.52
ulepszenie	6.48	4.08	6.40	5.34	4.56	9.12
ulewa	4.18	4.00	4.20	2.74	7.88	7.94
ulga	6.94	3.00	5.64	6.00	5.44	8.86
ulica	5.32	3.78	5.20	2.06	7.64	7.04
ulżenie	6.14	3.68	5.28	5.62	4.80	10.60
ułomność	3.08	4.38	3.00	5.90	5.06	10.46
umiarkowany	5.42	3.18	4.96	6.50	4.00	10.04
umierać	1.78	6.50	2.62	4.20	7.08	7.96
umierający	1.88	5.64	2.84	4.42	6.74	9.66
umiłowany	6.60	3.52	5.40	6.52	4.52	9.48
umowa	5.52	3.84	5.70	4.30	6.32	8.84
umyć	5.76	3.22	5.60	3.72	7.04	6.10
umysł	6.68	4.40	7.10	5.86	5.40	9.32
unieść	5.34	3.90	5.84	4.14	6.62	7.44
unik	4.96	4.42	5.30	4.38	6.48	8.78
unikać	4.06	4.30	3.72	4.96	5.42	8.00
uniknąć	4.98	3.88	4.56	4.92	5.54	8.80
uniwersalny	6.02	3.54	5.58	6.28	3.94	10.40
unosić się	5.18	4.26	5.98	4.86	6.80	9.06
upadek	3.22	4.68	3.08	4.40	7.02	7.92
upadły	3.38	4.44	2.76	5.56	5.20	10.16
upalny	5.34	4.44	4.56	4.62	7.16	8.58
uparty	4.12	4.64	5.78	5.84	5.58	7.96
upchać	4.76	4.14	4.98	4.04	6.16	8.98
upchnąć	4.72	4.22	4.76	4.00	6.18	8.58
upierdolony	3.10	6.74	3.72	4.54	6.04	12.24
upokorzenie	2.60	6.22	2.54	6.56	4.88	9.70
upokorzony	2.52	6.16	2.62	6.12	4.88	11.02
uporczywy	3.70	4.84	4.92	5.96	4.55	10.60
uporządkowany	6.12	3.00	5.88	5.86	6.18	9.46
upośledzony	3.24	5.00	2.84	4.90	6.36	9.82
uprawiać hazard	3.80	5.24	3.98	4.48	6.58	11.34
uprawiać sex	7.42	7.04	5.90	3.40	8.16	11.10
uprawiać sport	6.72	4.76	6.36	3.80	7.36	8.54
uprowadzać	3.14	5.44	5.00	4.72	5.74	10.72
uprowadzenie	2.94	5.20	4.54	4.94	6.12	11.68
uprzedzony	3.52	4.54	4.06	6.52	4.66	11.22
uprzejmość	6.98	3.64	5.74	6.48	5.28	8.94
uprzejmy	7.02	3.76	5.34	6.06	5.64	8.96
uratowanie	6.94	4.70	6.48	4.90	5.46	9.10
uraz	3.12	5.10	3.60	3.78	6.30	9.50
uraza	3.10	4.80	3.94	6.14	4.66	9.88
urobić	4.40	4.06	4.92	4.94	4.56	11.30
uroczy	7.02	3.90	5.44	6.20	5.94	7.60
uroczysty	6.50	4.24	6.12	6.26	6.12	8.96
uroczyście	6.42	4.04	6.18	5.98	5.76	9.34
urodzenie	5.98	4.53	5.26	4.39	5.68	8.10
urodziny	7.16	5.28	5.80	4.46	7.22	7.10
urok	6.78	4.14	6.24	6.14	5.34	9.24
uruchomić	5.76	3.62	6.24	4.34	5.88	8.06
urwisko	4.40	4.74	4.82	2.52	7.10	9.66
urządzenie	5.46	3.46	5.60	2.92	6.24	8.70
urzekać	6.62	4.40	5.86	6.06	4.74	10.32
urzędnik	4.02	3.62	5.48	2.44	6.92	9.62
uschły	3.52	3.60	3.48	3.88	6.16	8.82
usidlenie	3.88	4.52	4.00	5.38	4.72	11.20
usidlić	4.16	4.78	5.20	5.28	4.82	11.76
usłużny	4.52	3.84	3.18	5.76	4.92	11.16
uspokajać	6.16	3.60	5.54	5.64	6.14	8.62
uspokojenie	6.66	2.34	5.51	6.34	5.22	9.30
usposobiony	5.44	3.56	5.37	6.24	3.43	11.18
usprawiedliwiać	4.82	4.10	4.70	5.82	4.98	8.36
usta	6.60	4.28	5.56	1.88	8.12	6.72
ustalanie	5.32	3.46	6.14	5.42	4.48	9.38
ustalony	5.48	3.18	5.60	5.68	4.24	9.16
ustawa	4.54	3.68	6.06	4.28	5.30	10.18
ustawić	5.14	3.48	5.58	4.42	5.86	8.38
ustawiony w szyku	4.68	3.46	4.58	4.02	6.44	10.94
ustąpić	4.52	3.44	4.16	4.66	5.84	9.22
uszczelka	5.06	3.12	4.86	1.96	6.72	10.04
uszczelniać	5.06	3.70	5.32	4.00	6.28	10.70
uszczęśliwiony	7.58	5.24	6.54	6.70	5.90	9.66
uszczypnąć	4.10	4.14	5.26	3.60	7.32	7.34
uszczypnięcie	4.06	4.38	4.62	3.44	6.96	7.86
uszkodzenie	3.28	4.70	3.76	4.16	5.68	8.88
uszkodzić	3.44	5.22	4.48	4.10	6.36	8.30
uszkodzony	3.44	4.96	3.34	4.18	6.06	8.30
uśmiech	7.66	4.42	6.08	3.92	7.80	6.16
utalentowany	7.34	4.36	6.62	5.92	5.18	9.26
utopić	2.42	5.48	4.48	4.10	6.86	8.02
utopić się	2.24	5.96	3.12	3.70	6.76	8.74
utorować	5.50	3.55	5.92	4.24	5.08	11.36
utrapienie	3.12	4.64	3.38	6.18	4.80	10.48
utrudniać	3.52	4.48	4.94	5.28	5.06	9.34
utrudnienie	3.68	4.44	4.34	5.34	4.94	9.78
utrudzony	3.86	3.98	3.71	5.50	5.02	10.00
utrzymać	5.58	3.58	5.74	4.12	5.44	8.86
utworzyć	6.00	3.52	6.18	4.92	4.98	9.42
uwaga	4.88	4.42	5.84	5.60	4.86	7.34
uważać	5.46	4.48	5.32	5.56	5.04	7.92
uważny	6.10	3.82	6.08	6.32	5.02	8.84
uwidocznić	5.44	3.72	6.06	4.62	4.76	10.56
uwięzienie	2.92	5.28	3.26	5.04	6.22	10.08
uwolnić	6.34	4.32	6.38	4.94	5.92	8.18
uwolnienie	6.56	4.74	5.98	5.94	4.96	9.48
uzależnienie	2.70	5.82	3.28	6.18	5.92	10.46
uzależniony	2.58	5.68	2.62	5.92	6.14	10.16
uzbrojony	3.94	5.36	6.62	4.24	6.54	9.70
uzda	4.93	3.49	4.53	2.44	6.38	11.73
uzdrowić	7.08	4.42	6.68	5.40	5.46	9.18
uznawać	5.58	3.08	5.82	5.69	3.80	9.66
uzyskać	6.02	3.96	6.04	4.98	4.20	9.46
użyteczność	6.44	3.70	6.10	5.86	4.10	9.68
użyteczny	6.38	3.56	6.10	5.66	4.88	9.24
używany	4.84	3.57	4.34	4.84	5.28	8.32
w dół	4.34	3.34	3.96	4.22	6.16	7.04
w ogniu	3.84	5.46	4.57	3.12	7.28	8.26
wabić	4.86	4.14	5.78	4.98	5.62	10.24
wada	3.30	4.12	3.06	5.36	4.88	8.52
wadliwa	3.22	4.30	3.50	4.88	4.86	10.54
wafel	6.00	2.92	4.40	1.94	7.88	7.14
waga	4.72	3.70	4.94	3.06	7.50	7.52
wahadło	5.18	3.50	4.44	1.64	7.54	9.30
wakacje	8.10	4.84	6.26	4.48	7.56	6.52
walc	5.46	3.36	5.29	3.14	7.18	11.14
walcować	4.72	3.48	5.06	4.02	6.19	11.16
walczyć	5.32	5.66	6.96	4.52	6.94	7.24
walentynka	6.42	4.66	5.34	4.24	7.66	8.20
walizka	5.70	3.48	5.40	1.88	7.84	7.58
walka	4.38	5.54	6.38	3.46	7.24	7.54
walnąć	3.66	5.02	6.00	3.70	6.88	7.38
walnięcie	3.90	4.66	5.86	3.86	6.62	8.35
Walonia	5.34	3.61	5.17	2.90	2.53	12.76
wał	4.94	3.04	5.20	2.36	7.24	9.52
wampir	4.52	4.90	5.80	4.42	7.96	8.84
wandal	2.92	5.16	4.92	2.98	6.64	10.18
wanna	6.06	2.88	5.10	2.00	8.10	6.88
wapno	5.34	3.29	4.84	1.80	6.76	9.74
warczeć	3.46	5.30	5.28	3.88	7.04	6.90
warga	5.78	3.54	5.28	1.88	8.00	8.66
warkocz	6.12	3.04	5.28	2.02	8.08	7.42
wartość	6.36	3.96	6.32	6.68	4.12	9.52
Watykan	5.50	3.26	5.82	2.54	7.36	10.86
wazon	5.40	2.92	5.12	1.58	7.86	7.60
ważka	5.30	3.10	4.88	1.60	7.78	8.26
ważny	6.20	4.32	7.12	6.24	4.60	6.94
ważyć	4.82	4.14	5.66	4.22	6.68	7.20
wąchać	5.44	3.62	5.20	3.90	7.14	5.82
wąski	4.72	3.42	4.10	4.18	6.60	7.18
wąsy	4.68	3.22	5.38	2.10	8.06	7.34
